phase,similarity,pair-id,game,tangrams,is_control,bin,p1_description,p2_description,tangram1_snd,tangram2_snd,interactive_phase_tangram,interactive_phase_snd,thread_avg_snd,tangram_A,tangram_B,context_id,thread_id,sim_A_interactive,sim_B_interactive,avg_sim_AB_interactive,jaccard_index,prepost_avg_snd
post,0.8584956526756287,1164,BwkLGDtSnzo9Qjtc6,"['page7-122.svg', 'page4-24.svg']",False,6,person walk foot flat floor,walk right purpose maybe point,0.4939393939393939,0.7222222222222223,page4-17,0.875,0.6970538720538721,page7-122,page4-24,100,2,0.6634248495101929,0.6379308104515076,0.6506778299808502,0.2,0.6080808080808081
pre,0.7864041328430176,1165,BwkLGDtSnzo9Qjtc6,"['page5-216.svg', 'page6-184.svg']",True,3,thick wrist pointed finger,relaxed look left foot,0.8666666666666668,0.7268518518518519,page6-175,0.6509259259259259,0.7481481481481481,page5-216,page6-184,84,5,0.5443105697631836,0.478863924741745,0.5115872472524643,0.0,0.7967592592592594
post,0.7937989234924316,1165,BwkLGDtSnzo9Qjtc6,"['page5-216.svg', 'page6-184.svg']",True,3,big square left toe stick right,sit look leave lay fall chair,0.8666666666666668,0.7268518518518519,page6-175,0.6509259259259259,0.7481481481481481,page5-216,page6-184,84,5,0.5443105697631836,0.478863924741745,0.5115872472524643,0.0,0.7967592592592594
pre,0.7557565569877625,1166,BwkLGDtSnzo9Qjtc6,"['page5-71.svg', 'page2-170.svg']",False,5,bird,wide shoulder dress,0.3833333333333333,0.8925925925925926,page5-145,0.7777777777777779,0.6845679012345679,page5-71,page2-170,8,3,0.6084930300712585,0.5763866305351257,0.5924398303031921,0.0,0.637962962962963
post,0.8673455715179443,1166,BwkLGDtSnzo9Qjtc6,"['page5-71.svg', 'page2-170.svg']",False,5,bird fly head point right,bird ghost look right,0.3833333333333333,0.8925925925925926,page5-145,0.7777777777777779,0.6845679012345679,page5-71,page2-170,8,3,0.6084930300712585,0.5763866305351257,0.5924398303031921,0.5,0.637962962962963
pre,0.7614898681640625,1167,BwkLGDtSnzo9Qjtc6,"['page3-198.svg', 'page7-86.svg']",True,7,somebody pray knee look leave,person,0.937037037037037,0.9333333333333332,page4-11,0.738888888888889,0.869753086419753,page3-198,page7-86,12,1,0.7454822659492493,0.7172858715057373,0.7313840687274933,0.0,0.9351851851851851
post,0.7874177694320679,1167,BwkLGDtSnzo9Qjtc6,"['page3-198.svg', 'page7-86.svg']",True,7,kneel look leave offer ask food,person square leg look right,0.937037037037037,0.9333333333333332,page4-11,0.738888888888889,0.869753086419753,page3-198,page7-86,12,1,0.7454822659492493,0.7172858715057373,0.7313840687274933,0.2,0.9351851851851851
pre,0.7353392243385315,1168,BwkLGDtSnzo9Qjtc6,"['page1-25.svg', 'page1-25.svg']",False,9,camel leg hump,bowl spoon,0.95,0.95,page1-25,0.95,0.9499999999999998,page1-25,page1-25,136,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.95
post,0.9608079195022584,1168,BwkLGDtSnzo9Qjtc6,"['page1-25.svg', 'page1-25.svg']",False,9,bowl big handle,bowl handle,0.95,0.95,page1-25,0.95,0.9499999999999998,page1-25,page1-25,136,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0,0.95
pre,0.7779093384742737,1169,BwkLGDtSnzo9Qjtc6,"['page4-30.svg', 'page5-207.svg']",False,4,look leave sit leg shirt hang,person triangle rhombus foot,0.825925925925926,0.7944444444444445,page2-146,0.888888888888889,0.8364197530864198,page4-30,page5-207,136,4,0.5647029876708984,0.5582424402236938,0.5614727139472961,0.0,0.8101851851851852
post,0.8174521923065186,1169,BwkLGDtSnzo9Qjtc6,"['page4-30.svg', 'page5-207.svg']",False,4,sit look leave leg shirt hang,person sit arm point right,0.825925925925926,0.7944444444444445,page2-146,0.888888888888889,0.8364197530864198,page4-30,page5-207,136,4,0.5647029876708984,0.5582424402236938,0.5614727139472961,0.2,0.8101851851851852
pre,0.7980604767799377,1170,2ZnY22dPDKc2ByrNc,"['page5-96.svg', 'page5-85.svg']",True,7,hi,cat,0.5444444444444445,0.5166666666666668,page5-80,0.5555555555555556,0.538888888888889,page5-96,page5-85,2,1,0.75267094373703,0.6392083168029785,0.6959396302700043,0.0,0.5305555555555557
post,1.0000001192092896,1170,2ZnY22dPDKc2ByrNc,"['page5-96.svg', 'page5-85.svg']",True,7,cat,cat,0.5444444444444445,0.5166666666666668,page5-80,0.5555555555555556,0.538888888888889,page5-96,page5-85,2,1,0.75267094373703,0.6392083168029785,0.6959396302700043,1.0,0.5305555555555557
pre,0.7597344517707825,1171,2ZnY22dPDKc2ByrNc,"['page4-16.svg', 'page4-89.svg']",True,8,how do you do,aperson right knee lift face left,0.8407407407407407,0.8796296296296295,page3-207,0.7388888888888889,0.8197530864197531,page4-16,page4-89,49,0,0.7851440906524658,0.6716755032539368,0.7284097969532013,0.0,0.8601851851851852
post,0.8165575265884399,1171,2ZnY22dPDKc2ByrNc,"['page4-16.svg', 'page4-89.svg']",True,8,man kick foot white boot,man knee raise face leave,0.8407407407407407,0.8796296296296295,page3-207,0.7388888888888889,0.8197530864197531,page4-16,page4-89,49,0,0.7851440906524658,0.6716755032539368,0.7284097969532013,0.2,0.8601851851851852
pre,0.7519137859344482,1172,2ZnY22dPDKc2ByrNc,"['page1-69.svg', 'page1-9.svg']",False,3,pic square triangle base column support square,vase,0.8592592592592592,0.9462962962962964,page4-103,0.977777777777778,0.9277777777777776,page1-69,page1-9,115,5,0.51093590259552,0.5090762376785278,0.5100060701370239,0.0,0.9027777777777778
post,0.7905982732772827,1172,2ZnY22dPDKc2ByrNc,"['page1-69.svg', 'page1-9.svg']",False,3,black square white column black pyramid base,vase,0.8592592592592592,0.9462962962962964,page4-103,0.977777777777778,0.9277777777777776,page1-69,page1-9,115,5,0.51093590259552,0.5090762376785278,0.5100060701370239,0.0,0.9027777777777778
pre,0.792739987373352,1173,2ZnY22dPDKc2ByrNc,"['page1-147.svg', 'page1-51.svg']",False,1,shape triangle rectangle,chevron point,0.9222222222222222,0.9722222222222224,page3-99,0.8481481481481483,0.9141975308641976,page1-147,page1-51,19,7,0.433203250169754,0.3752399086952209,0.4042215794324875,0.0,0.9472222222222223
post,0.7938527464866638,1173,2ZnY22dPDKc2ByrNc,"['page1-147.svg', 'page1-51.svg']",False,1,black triangle mirror image white black base,chevron,0.9222222222222222,0.9722222222222224,page3-99,0.8481481481481483,0.9141975308641976,page1-147,page1-51,19,7,0.433203250169754,0.3752399086952209,0.4042215794324875,0.0,0.9472222222222223
pre,0.8594234585762024,1174,2ZnY22dPDKc2ByrNc,"['page5-252.svg', 'page4-5.svg']",False,6,man stand leg leg,person face leave leg liften straight,0.7842592592592592,0.6916666666666667,page5-174,0.6722222222222223,0.7160493827160493,page5-252,page4-5,115,2,0.6813094019889832,0.6768559217453003,0.6790826618671417,0.1666666666666666,0.7379629629629629
post,0.8144729733467102,1174,2ZnY22dPDKc2ByrNc,"['page5-252.svg', 'page4-5.svg']",False,6,man stand leg single white boot,man march left,0.7842592592592592,0.6916666666666667,page5-174,0.6722222222222223,0.7160493827160493,page5-252,page4-5,115,2,0.6813094019889832,0.6768559217453003,0.6790826618671417,0.3333333333333333,0.7379629629629629
pre,0.7603626847267151,1175,2ZnY22dPDKc2ByrNc,"['page5-89.svg', 'page7-70.svg']",True,0,letter c lie,sailboat right black triangle sail black triangle boat white shape wave black shape left white triangle left,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
post,0.7323705554008484,1175,2ZnY22dPDKc2ByrNc,"['page5-89.svg', 'page7-70.svg']",True,0,letter c lay,sydney opera house,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
pre,0.8437440395355225,1176,2ZnY22dPDKc2ByrNc,"['page2-4.svg', 'page5-157.svg']",True,2,monument triangleon,white rectangle black triangle,0.9333333333333332,0.987037037037037,page5-40,0.7527777777777778,0.8910493827160494,page2-4,page5-157,9,6,0.456487089395523,0.3953014016151428,0.4258942455053329,0.0,0.9601851851851851
post,0.8154193758964539,1176,2ZnY22dPDKc2ByrNc,"['page2-4.svg', 'page5-157.svg']",True,2,triangle grave marker,white square black triangle form square,0.9333333333333332,0.987037037037037,page5-40,0.7527777777777778,0.8910493827160494,page2-4,page5-157,9,6,0.456487089395523,0.3953014016151428,0.4258942455053329,0.1666666666666666,0.9601851851851851
pre,0.7809228301048279,1177,2ZnY22dPDKc2ByrNc,"['page5-247.svg', 'page8-152.svg']",True,4,fountain square,person head white diamond black triangle black triangle black triangle foot white shape,0.9222222222222222,0.9222222222222222,page5-213,0.7148148148148149,0.8530864197530864,page5-247,page8-152,10,4,0.5930673480033875,0.5449907183647156,0.5690290331840515,0.0,0.9222222222222222
post,0.792254626750946,1177,2ZnY22dPDKc2ByrNc,"['page5-247.svg', 'page8-152.svg']",True,4,square chevron point right,person walk white diamond head single white shoe leg,0.9222222222222222,0.9222222222222222,page5-213,0.7148148148148149,0.8530864197530864,page5-247,page8-152,10,4,0.5930673480033875,0.5449907183647156,0.5690290331840515,0.0,0.9222222222222222
pre,0.7781552076339722,1178,2ZnY22dPDKc2ByrNc,"['page-K.svg', 'page-K.svg']",False,9,person kneel point right,stack shape start white diamond white triangle black inverted triangle white triangle black shape white triangle,0.9388888888888888,0.9388888888888888,page-K,0.9388888888888888,0.9388888888888888,page-K,page-K,115,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9388888888888888
post,0.7790904641151428,1178,2ZnY22dPDKc2ByrNc,"['page-K.svg', 'page-K.svg']",False,9,square pointed right,man kneel pray hand,0.9388888888888888,0.9388888888888888,page-K,0.9388888888888888,0.9388888888888888,page-K,page-K,115,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9388888888888888
pre,0.7609493732452393,1179,2ZnY22dPDKc2ByrNc,"['page3-35.svg', 'page8-201.svg']",False,5,mailbox post pointed,black triangle white rectangle inverted black triangle small white square white triangle,0.9916666666666668,0.948148148148148,page4-118,0.9851851851851852,0.975,page3-35,page8-201,115,3,0.6339114308357239,0.5505579113960266,0.5922346711158752,0.0,0.9699074074074074
post,0.7779167294502258,1179,2ZnY22dPDKc2ByrNc,"['page3-35.svg', 'page8-201.svg']",False,5,house stand pointed roof,stack triangle white square second shape,0.9916666666666668,0.948148148148148,page4-118,0.9851851851851852,0.975,page3-35,page8-201,115,3,0.6339114308357239,0.5505579113960266,0.5922346711158752,0.0,0.9699074074074074
pre,0.7504225969314575,1180,z7aJn7tHDMNpNtMNH,"['page8-169.svg', 'page7-245.svg']",False,1,capital c,drive machine,1.0,0.9814814814814816,page7-97,0.9833333333333334,0.9882716049382716,page8-169,page7-245,42,7,0.423240065574646,0.4196322858333587,0.4214361757040024,0.0,0.9907407407407408
post,0.7342081069946289,1180,z7aJn7tHDMNpNtMNH,"['page8-169.svg', 'page7-245.svg']",False,1,curl letter c,toilet tilting forward,1.0,0.9814814814814816,page7-97,0.9833333333333334,0.9882716049382716,page8-169,page7-245,42,7,0.423240065574646,0.4196322858333587,0.4214361757040024,0.0,0.9907407407407408
pre,0.8574836850166321,1181,z7aJn7tHDMNpNtMNH,"['page3-180.svg', 'page6-149.svg']",True,4,cross sword,square scissor,0.9333333333333332,0.9583333333333334,page4-180,0.6944444444444445,0.862037037037037,page3-180,page6-149,83,4,0.5848736763000488,0.5632762908935547,0.5740749835968018,0.0,0.9458333333333333
post,0.9566242694854736,1181,z7aJn7tHDMNpNtMNH,"['page3-180.svg', 'page6-149.svg']",True,4,cross sword,cross sword ribbon,0.9333333333333332,0.9583333333333334,page4-180,0.6944444444444445,0.862037037037037,page3-180,page6-149,83,4,0.5848736763000488,0.5632762908935547,0.5740749835968018,0.6666666666666666,0.9458333333333333
pre,0.999997854232788,1182,z7aJn7tHDMNpNtMNH,"['page8-21.svg', 'page8-21.svg']",True,9,rooster,rooster,0.5000000000000001,0.5000000000000001,page8-21,0.5000000000000001,0.5000000000000001,page8-21,page8-21,135,9,1.0,1.0,1.0,1.0,0.5000000000000001
post,0.9999974966049194,1182,z7aJn7tHDMNpNtMNH,"['page8-21.svg', 'page8-21.svg']",True,9,rooster,rooster,0.5000000000000001,0.5000000000000001,page8-21,0.5000000000000001,0.5000000000000001,page8-21,page8-21,135,9,1.0,1.0,1.0,1.0,0.5000000000000001
pre,0.7804396748542786,1183,z7aJn7tHDMNpNtMNH,"['page4-16.svg', 'page6-172.svg']",True,7,person walk left,jump animal,0.8407407407407407,0.7,page6-171,0.4148148148148148,0.6518518518518518,page4-16,page6-172,10,1,0.7525508403778076,0.7187356352806091,0.7356432378292084,0.0,0.7703703703703704
post,0.7788770198822021,1183,z7aJn7tHDMNpNtMNH,"['page4-16.svg', 'page6-172.svg']",True,7,person march,animal tail left jump,0.8407407407407407,0.7,page6-171,0.4148148148148148,0.6518518518518518,page4-16,page6-172,10,1,0.7525508403778076,0.7187356352806091,0.7356432378292084,0.0,0.7703703703703704
pre,0.8254680037498474,1184,z7aJn7tHDMNpNtMNH,"['page1-34.svg', 'page4-215.svg']",True,2,vase,crown,1.0,0.937037037037037,page5-26,0.7518518518518518,0.8962962962962964,page1-34,page4-215,111,6,0.4756682217121124,0.4443566799163818,0.4600124508142471,0.0,0.9685185185185186
post,0.7979334592819214,1184,z7aJn7tHDMNpNtMNH,"['page1-34.svg', 'page4-215.svg']",True,2,vase egg cup,crown,1.0,0.937037037037037,page5-26,0.7518518518518518,0.8962962962962964,page1-34,page4-215,111,6,0.4756682217121124,0.4443566799163818,0.4600124508142471,0.0,0.9685185185185186
pre,0.820752739906311,1185,z7aJn7tHDMNpNtMNH,"['page4-66.svg', 'page4-11.svg']",False,6,person skiie,duck slide uphill,0.9666666666666668,0.738888888888889,page5-247,0.9222222222222222,0.8759259259259259,page4-66,page4-11,135,2,0.6647019386291504,0.6295664310455322,0.6471341848373413,0.0,0.8527777777777779
post,0.797141432762146,1185,z7aJn7tHDMNpNtMNH,"['page4-66.svg', 'page4-11.svg']",False,6,person skiie,kneee point left,0.9666666666666668,0.738888888888889,page5-247,0.9222222222222222,0.8759259259259259,page4-66,page4-11,135,2,0.6647019386291504,0.6295664310455322,0.6471341848373413,0.0,0.8527777777777779
pre,0.8040961027145386,1186,z7aJn7tHDMNpNtMNH,"['page7-73.svg', 'page6-160.svg']",True,3,whale,arrow,0.6,0.5592592592592593,page6-123,0.4166666666666667,0.5253086419753087,page7-73,page6-160,26,5,0.5303627252578735,0.4598132669925689,0.4950879961252212,0.0,0.5796296296296297
post,0.7514652609825134,1186,z7aJn7tHDMNpNtMNH,"['page7-73.svg', 'page6-160.svg']",True,3,whale,arrow diamond tip left,0.6,0.5592592592592593,page6-123,0.4166666666666667,0.5253086419753087,page7-73,page6-160,26,5,0.5303627252578735,0.4598132669925689,0.4950879961252212,0.0,0.5796296296296297
pre,0.7618355751037598,1187,z7aJn7tHDMNpNtMNH,"['page4-157.svg', 'page4-214.svg']",False,0,square rocket,door handle point,0.9642857142857144,0.977777777777778,page7-191,1.0,0.9806878306878308,page4-157,page4-214,1,8,0.3814444839954376,0.3466709554195404,0.364057719707489,0.0,0.9710317460317461
post,0.792077362537384,1187,z7aJn7tHDMNpNtMNH,"['page4-157.svg', 'page4-214.svg']",False,0,square rocket triangle slightly left,door handle point right,0.9642857142857144,0.977777777777778,page7-191,1.0,0.9806878306878308,page4-157,page4-214,1,8,0.3814444839954376,0.3466709554195404,0.364057719707489,0.0,0.9710317460317461
pre,0.7500603795051575,1188,z7aJn7tHDMNpNtMNH,"['page8-236.svg', 'page8-215.svg']",False,5,duck look,upside phone,0.8925925925925926,0.6666666666666667,page7-188,0.8444444444444443,0.8012345679012345,page8-236,page8-215,104,3,0.6069481372833252,0.5769968032836914,0.5919724702835083,0.0,0.7796296296296297
post,0.8124451041221619,1188,z7aJn7tHDMNpNtMNH,"['page8-236.svg', 'page8-215.svg']",False,5,bow duck,tail pointing left,0.8925925925925926,0.6666666666666667,page7-188,0.8444444444444443,0.8012345679012345,page8-236,page8-215,104,3,0.6069481372833252,0.5769968032836914,0.5919724702835083,0.0,0.7796296296296297
pre,0.90369313955307,1189,z7aJn7tHDMNpNtMNH,"['page4-156.svg', 'page6-121.svg']",False,8,knife point right,knife,0.8444444444444447,1.0,page3-66,1.0,0.9481481481481482,page4-156,page6-121,135,0,0.7690582275390625,0.7019189596176147,0.7354885935783386,1.0,0.9222222222222223
post,0.9999986290931702,1189,z7aJn7tHDMNpNtMNH,"['page4-156.svg', 'page6-121.svg']",False,8,knife,knife,0.8444444444444447,1.0,page3-66,1.0,0.9481481481481482,page4-156,page6-121,135,0,0.7690582275390625,0.7019189596176147,0.7354885935783386,1.0,0.9222222222222223
pre,0.8395445346832275,1190,3L7pCoyNJM5hRnz9G,"['page4-11.svg', 'page-D.svg']",False,7,guy sit chair tilt head forward,person stand face leave,0.738888888888889,0.9611111111111112,page3-198,0.937037037037037,0.8790123456790124,page4-11,page-D,1,1,0.7454822659492493,0.6559743285179138,0.7007282972335815,0.0,0.8500000000000001
post,0.8891879916191101,1190,3L7pCoyNJM5hRnz9G,"['page4-11.svg', 'page-D.svg']",False,7,person kneel face leave,person face left,0.738888888888889,0.9611111111111112,page3-198,0.937037037037037,0.8790123456790124,page4-11,page-D,1,1,0.7454822659492493,0.6559743285179138,0.7007282972335815,0.6666666666666666,0.8500000000000001
pre,1.0000001192092896,1191,3L7pCoyNJM5hRnz9G,"['page8-169.svg', 'page9-16.svg']",False,5,letter c,letter c,1.0,0.9092592592592592,page9-20,0.9611111111111112,0.9567901234567904,page8-169,page9-16,145,3,0.6409247517585754,0.5725066661834717,0.6067157089710236,1.0,0.9546296296296296
post,0.9337619543075562,1191,3L7pCoyNJM5hRnz9G,"['page8-169.svg', 'page9-16.svg']",False,5,letter c,letter c g,1.0,0.9092592592592592,page9-20,0.9611111111111112,0.9567901234567904,page8-169,page9-16,145,3,0.6409247517585754,0.5725066661834717,0.6067157089710236,0.6666666666666666,0.9546296296296296
pre,0.7725945711135864,1192,3L7pCoyNJM5hRnz9G,"['page7-136.svg', 'page7-249.svg']",True,2,letter s,zig zag diagonal base withdiag,0.812962962962963,0.8811111111111112,page6-206,0.7333333333333333,0.8091358024691359,page7-136,page7-249,108,6,0.456102192401886,0.4298432767391205,0.4429727345705032,0.0,0.847037037037037
post,0.8236872553825378,1192,3L7pCoyNJM5hRnz9G,"['page7-136.svg', 'page7-249.svg']",True,2,letter s,saw blade line letter c shape,0.812962962962963,0.8811111111111112,page6-206,0.7333333333333333,0.8091358024691359,page7-136,page7-249,108,6,0.456102192401886,0.4298432767391205,0.4429727345705032,0.1666666666666666,0.847037037037037
pre,0.8355629444122314,1193,3L7pCoyNJM5hRnz9G,"['page6-192.svg', 'page6-192.svg']",True,9,person kneel face right,man jump,0.6444444444444445,0.6444444444444445,page6-192,0.6444444444444445,0.6444444444444445,page6-192,page6-192,95,9,1.0,1.0,1.0,0.0,0.6444444444444445
post,0.9999982118606568,1193,3L7pCoyNJM5hRnz9G,"['page6-192.svg', 'page6-192.svg']",True,9,person kneel face right,person kneel face right,0.6444444444444445,0.6444444444444445,page6-192,0.6444444444444445,0.6444444444444445,page6-192,page6-192,95,9,1.0,1.0,1.0,1.0,0.6444444444444445
pre,0.7613121271133423,1194,3L7pCoyNJM5hRnz9G,"['page1-29.svg', 'page7-61.svg']",False,3,point star,look liike house,0.977777777777778,0.8666666666666666,page2-15,0.9685185185185186,0.9376543209876544,page1-29,page7-61,142,5,0.5106698870658875,0.4985072016716003,0.5045885443687439,0.0,0.9222222222222223
post,0.7519248723983765,1194,3L7pCoyNJM5hRnz9G,"['page1-29.svg', 'page7-61.svg']",False,3,5 point star square instead point,house rectangular cut,0.977777777777778,0.8666666666666666,page2-15,0.9685185185185186,0.9376543209876544,page1-29,page7-61,142,5,0.5106698870658875,0.4985072016716003,0.5045885443687439,0.0,0.9222222222222223
pre,0.7350156307220459,1195,3L7pCoyNJM5hRnz9G,"['page1-63.svg', 'page4-13.svg']",True,1,bit christmas tree,wedding dress,0.9703703703703702,0.9305555555555556,page3-201,0.5548148148148148,0.8185802469135801,page1-63,page4-13,0,7,0.4087819457054138,0.4084387421607971,0.4086103439331054,0.0,0.9504629629629628
post,0.7598902583122253,1195,3L7pCoyNJM5hRnz9G,"['page1-63.svg', 'page4-13.svg']",True,1,sort christmas tree,person stretch right leg,0.9703703703703702,0.9305555555555556,page3-201,0.5548148148148148,0.8185802469135801,page1-63,page4-13,0,7,0.4087819457054138,0.4084387421607971,0.4086103439331054,0.0,0.9504629629629628
pre,0.779899537563324,1196,3L7pCoyNJM5hRnz9G,"['page5-58.svg', 'page5-56.svg']",True,8,boat,mountain range,0.875925925925926,0.6222222222222223,page7-15,0.5935185185185186,0.6972222222222223,page5-58,page5-56,8,0,0.7632442116737366,0.734407901763916,0.7488260567188263,0.0,0.7490740740740742
post,0.9174936413764954,1196,3L7pCoyNJM5hRnz9G,"['page5-58.svg', 'page5-56.svg']",True,8,mountain afar,mountain range,0.875925925925926,0.6222222222222223,page7-15,0.5935185185185186,0.6972222222222223,page5-58,page5-56,8,0,0.7632442116737366,0.734407901763916,0.7488260567188263,0.5,0.7490740740740742
pre,0.7742239832878113,1197,3L7pCoyNJM5hRnz9G,"['page3-37.svg', 'page9-23.svg']",False,0,chimnea pot,triangle,0.9666666666666668,1.0,page1-73,0.9851851851851852,0.9839506172839506,page3-37,page9-23,0,8,0.3852369785308838,0.3644135594367981,0.3748252689838409,0.0,0.9833333333333334
post,0.7780969738960266,1197,3L7pCoyNJM5hRnz9G,"['page3-37.svg', 'page9-23.svg']",False,0,jar vase,triangular base needle,0.9666666666666668,1.0,page1-73,0.9851851851851852,0.9839506172839506,page3-37,page9-23,0,8,0.3852369785308838,0.3644135594367981,0.3748252689838409,0.0,0.9833333333333334
pre,0.7705022096633911,1198,3L7pCoyNJM5hRnz9G,"['page6-83.svg', 'page3-31.svg']",False,6,toilet sit,bird face right,0.977777777777778,0.861111111111111,page2-158,0.9555555555555556,0.9314814814814816,page6-83,page3-31,145,2,0.6693845987319946,0.6537543535232544,0.6615694761276245,0.0,0.9194444444444445
post,0.8202828168869019,1198,3L7pCoyNJM5hRnz9G,"['page6-83.svg', 'page3-31.svg']",False,6,dinosaur facing leave,bird face right fat leg,0.977777777777778,0.861111111111111,page2-158,0.9555555555555556,0.9314814814814816,page6-83,page3-31,145,2,0.6693845987319946,0.6537543535232544,0.6615694761276245,0.0,0.9194444444444445
pre,0.746516764163971,1199,3L7pCoyNJM5hRnz9G,"['page3-21.svg', 'page1-36.svg']",True,4,number 3 extended,wind turbine blade,0.736111111111111,0.9444444444444444,page2-100,0.7685185185185184,0.8163580246913579,page3-21,page1-36,42,4,0.5599146485328674,0.5051648020744324,0.5325397253036499,0.0,0.8402777777777777
post,0.7552728652954102,1199,3L7pCoyNJM5hRnz9G,"['page3-21.svg', 'page1-36.svg']",True,4,zig zag line stand,wind turbine blade,0.736111111111111,0.9444444444444444,page2-100,0.7685185185185184,0.8163580246913579,page3-21,page1-36,42,4,0.5599146485328674,0.5051648020744324,0.5325397253036499,0.0,0.8402777777777777
pre,0.7615727186203003,1200,cQWfj3seYMSTHbiZe,"['page4-249.svg', 'page3-55.svg']",False,2,table 2 leg,flat spiked,0.9277777777777778,0.9444444444444444,page1-24,0.977777777777778,0.95,page4-249,page3-55,150,6,0.4699544012546539,0.464989960193634,0.467472180724144,0.0,0.9361111111111111
post,0.8552974462509155,1200,cQWfj3seYMSTHbiZe,"['page4-249.svg', 'page3-55.svg']",False,2,long bench spiked leg underneath,pedestal flat spiked,0.9277777777777778,0.9444444444444444,page1-24,0.977777777777778,0.95,page4-249,page3-55,150,6,0.4699544012546539,0.464989960193634,0.467472180724144,0.3333333333333333,0.9361111111111111
pre,0.8153495788574219,1201,cQWfj3seYMSTHbiZe,"['page2-61.svg', 'page6-204.svg']",False,3,block piece jut right,tall structure left tall right,0.9444444444444444,1.0,page3-171,0.974074074074074,0.9728395061728397,page2-61,page6-204,150,5,0.5063260793685913,0.4927127957344055,0.4995194375514984,0.2,0.9722222222222222
post,0.8462535738945007,1201,cQWfj3seYMSTHbiZe,"['page2-61.svg', 'page6-204.svg']",False,3,rectangle piece jut right,tall rectangle structure square left,0.9444444444444444,1.0,page3-171,0.974074074074074,0.9728395061728397,page2-61,page6-204,150,5,0.5063260793685913,0.4927127957344055,0.4995194375514984,0.2,0.9722222222222222
pre,0.7581357359886169,1202,cQWfj3seYMSTHbiZe,"['page7-216.svg', 'page6-16.svg']",False,4,tall structure point,downward face missile,1.0,0.8833333333333334,page6-27,0.9555555555555556,0.9462962962962964,page7-216,page6-16,150,4,0.5704221129417419,0.4846653342247009,0.5275437235832214,0.0,0.9416666666666667
post,0.7320992946624756,1202,cQWfj3seYMSTHbiZe,"['page7-216.svg', 'page6-16.svg']",False,4,kind medal previously,rocket face,1.0,0.8833333333333334,page6-27,0.9555555555555556,0.9462962962962964,page7-216,page6-16,150,4,0.5704221129417419,0.4846653342247009,0.5275437235832214,0.0,0.9416666666666667
pre,0.8667294979095459,1203,cQWfj3seYMSTHbiZe,"['page4-118.svg', 'page4-118.svg']",False,9,triangle float stand,lamp podium float triangle,0.9851851851851852,0.9851851851851852,page4-118,0.9851851851851852,0.9851851851851852,page4-118,page4-118,54,9,1.0,1.0,1.0,0.5,0.9851851851851852
post,0.9818288087844848,1203,cQWfj3seYMSTHbiZe,"['page4-118.svg', 'page4-118.svg']",False,9,podium triangle float,podium float triangle,0.9851851851851852,0.9851851851851852,page4-118,0.9851851851851852,0.9851851851851852,page4-118,page4-118,54,9,1.0,1.0,1.0,1.0,0.9851851851851852
pre,0.787634551525116,1204,cQWfj3seYMSTHbiZe,"['page1-63.svg', 'page4-13.svg']",True,1,tall object point spike side,person sit face right,0.9703703703703702,0.9305555555555556,page3-201,0.5548148148148148,0.8185802469135801,page1-63,page4-13,0,7,0.4087819457054138,0.4084387421607971,0.4086103439331054,0.0,0.9504629629629628
post,0.7641399502754211,1204,cQWfj3seYMSTHbiZe,"['page1-63.svg', 'page4-13.svg']",True,1,point tall structure flat,person sit right,0.9703703703703702,0.9305555555555556,page3-201,0.5548148148148148,0.8185802469135801,page1-63,page4-13,0,7,0.4087819457054138,0.4084387421607971,0.4086103439331054,0.0,0.9504629629629628
pre,0.7606409788131714,1205,cQWfj3seYMSTHbiZe,"['page8-182.svg', 'page4-142.svg']",True,5,letter s,horn curl round,0.5333333333333334,1.0,page8-176,0.6666666666666667,0.7333333333333334,page8-182,page4-142,126,3,0.6331077814102173,0.5815032124519348,0.607305496931076,0.0,0.7666666666666667
post,0.7465158104896545,1205,cQWfj3seYMSTHbiZe,"['page8-182.svg', 'page4-142.svg']",True,5,s,horn curve,0.5333333333333334,1.0,page8-176,0.6666666666666667,0.7333333333333334,page8-182,page4-142,126,3,0.6331077814102173,0.5815032124519348,0.607305496931076,0.0,0.7666666666666667
pre,0.7372066378593445,1206,cQWfj3seYMSTHbiZe,"['page4-239.svg', 'page5-33.svg']",False,7,bat vampire,tall structure box triangle point stick,0.925925925925926,0.950925925925926,page3-56,0.7916666666666666,0.8895061728395062,page4-239,page5-33,11,1,0.7185075283050537,0.6213169693946838,0.6699122488498688,0.0,0.938425925925926
