key,pair0_image_sim,pair1_image_sim,gt,eq,lt,human_judgement,pair0_phase2_image,pair0_phase3_image,pair1_phase2_image,pair1_phase3_image,sim_diff
lcNnknZfSDZNic7BLe8Z,0.665454626083374,0.771430492401123,0,0,1,-1.0,page5-178.svg,page2-143.svg,page5-134.svg,page1-125.svg,-0.10597586631774902
letAtFdrRuRcPZ8OUl45,-0.0187894273549318,-0.0432122759521007,0,1,0,0.0,page7-109.svg,page7-241.svg,page1-97.svg,page2-90.svg,0.024422848597168898
lkzE67kIGUkftudWa5L6,0.0031418961007148,0.4719144999980926,0,0,1,-1.0,page7-92.svg,page6-181.svg,page2-85.svg,page7-165.svg,-0.4687726038973778
lpgs69bt8h7Vy1XhcSwy,0.0492554306983947,0.3735939562320709,0,0,1,-1.0,page3-124.svg,page2-107.svg,page2-166.svg,page3-124.svg,-0.3243385255336762
lw1ymK6zhBvuHYHrhayM,-0.0677561461925506,0.4598625898361206,0,1,0,0.0,page3-60.svg,page6-142.svg,page8-179.svg,page4-142.svg,-0.5276187360286713
lxCkLal9PKhWUpGpscv3,0.4084386825561523,0.0514970272779464,1,0,0,1.0,page3-201.svg,page4-13.svg,page6-155.svg,page4-192.svg,0.35694165527820587
m3oEEBEcsWqodvunUFbh,-0.0275954231619834,0.0619751326739788,0,0,1,-1.0,page2-54.svg,page4-176.svg,page6-80.svg,page1-10.svg,-0.0895705558359622
m5dau17nCdW9tlFihWlM,0.0619794018566608,0.5083186626434326,0,0,1,-1.0,page7-165.svg,page4-97.svg,page4-243.svg,page6-137.svg,-0.44633926078677183
m7WHzmPUoIH2gpG2aXCb,0.3731105327606201,0.4087819159030914,0,0,1,-1.0,page7-79.svg,page7-70.svg,page3-201.svg,page1-63.svg,-0.03567138314247126
m7YXhY33HamTJpGf9QA9,0.4492121338844299,0.5850474834442139,1,0,0,1.0,page8-174.svg,page7-132.svg,page6-196.svg,page4-20.svg,-0.135835349559784
m90SCb6EcA5YXhBHHQIg,0.1760645359754562,-0.0875870436429977,0,1,0,0.0,page3-198.svg,page1-29.svg,page8-180.svg,page5-87.svg,0.2636515796184539
mAORtUIXOXD9ugtq6eca,0.4267265200614929,0.7344078421592712,0,0,1,-1.0,page1-31.svg,page2-61.svg,page5-56.svg,page7-15.svg,-0.3076813220977783
mASBXyt7lqESCdjlGEGH,0.100534863770008,0.1237126290798187,0,0,1,-1.0,page7-17.svg,page2-131.svg,page5-38.svg,page7-34.svg,-0.023177765309810694
mNgo5l7KZyFnhjpzHq7o,-0.112308345735073,0.7889203429222107,0,0,1,-1.0,page7-45.svg,page9-39.svg,page6-173.svg,page6-181.svg,-0.9012286886572837
mP8PGaKDOwKx94NbZzm6,0.2295376658439636,0.650016188621521,0,0,1,-1.0,page5-87.svg,page9-36.svg,page7-86.svg,page7-224.svg,-0.4204785227775574
mS6H224BwH6TLV6RXU23,0.6462284326553345,0.4382550418376922,0,1,0,0.0,page5-104.svg,page6-71.svg,page1-148.svg,page2-39.svg,0.20797339081764227
mSK8Vy1ktrQ4mY27zOdX,0.6967130303382874,0.1398037523031234,0,1,0,0.0,page1-186.svg,page1-76.svg,page3-167.svg,page4-212.svg,0.556909278035164
mTfB7cAtBv0CO0BKRDZG,0.4234068989753723,0.5995716452598572,1,0,0,1.0,page6-43.svg,page3-33.svg,page5-104.svg,page7-4.svg,-0.17616474628448486
mXHHMLBoDDFQydSh7bzu,0.1208016723394393,0.0752768442034721,1,0,0,1.0,page6-38.svg,page1-68.svg,page8-174.svg,page7-70.svg,0.0455248281359672
mXRWWFeTWYVd2373L6wm,-0.0855283215641975,0.5460654497146606,0,0,1,-1.0,page1-26.svg,page8-56.svg,page1-142.svg,page1-3.svg,-0.6315937712788582
mh8YO7jqiOruZ69QtDBy,0.4374914765357971,0.4687712788581848,0,0,1,-1.0,page7-13.svg,page4-176.svg,page4-15.svg,page4-20.svg,-0.031279802322387695
mkOLcIN5Zf33tRse54oh,0.7483453750610352,0.0857265368103981,1,0,0,1.0,page5-87.svg,page8-240.svg,page5-58.svg,page3-45.svg,0.662618838250637
mm3eg7AGGBPvPnIqbC4L,0.6299839615821838,1.0,0,0,1,-1.0,page2-64.svg,page8-30.svg,page9-39.svg,page9-39.svg,-0.37001603841781616
mmDusTPe4pDm7lEk396U,0.1590791791677475,0.4444412291049957,0,1,0,0.0,page5-99.svg,page9-13.svg,page6-240.svg,page1-130.svg,-0.28536204993724823
mp8utD28nHRDcOeDdcO2,-0.0696173310279846,0.4465940296649933,1,0,0,1.0,page3-163.svg,page7-76.svg,page3-69.svg,page6-199.svg,-0.5162113606929779
mr6Qb4eKGk92yMXHImlJ,0.5531855821609497,0.012372356839478,1,0,0,1.0,page1-171.svg,page1-3.svg,page4-220.svg,page6-13.svg,0.5408132253214717
mtnUET40pOq2XOWyh5N8,0.1128269881010055,0.5440356731414795,0,0,1,-1.0,page6-179.svg,page8-215.svg,page7-29.svg,page7-88.svg,-0.431208685040474
mvp07yvfLAEzGJvIXbQP,0.7482473254203796,0.3836750388145447,0,1,0,0.0,page3-60.svg,page2-54.svg,page7-17.svg,page2-166.svg,0.36457228660583496
mwJGFwfHp99y2kZnoqZB,-0.1061858907341957,0.378928393125534,0,1,0,0.0,page5-86.svg,page7-96.svg,page3-57.svg,page4-147.svg,-0.4851142838597297
mwa1lMegoX0XtKCorhT6,1.0,-0.0431163161993026,1,0,0,1.0,page3-128.svg,page3-128.svg,page4-142.svg,page5-60.svg,1.0431163161993027
mz4s9tq1yiLM04t0HJH9,-0.1108283624053001,-0.079437717795372,0,1,0,0.0,page4-17.svg,page2-170.svg,page5-86.svg,page1-49.svg,-0.0313906446099281
n3FqKu3h5Ji3m0FpYTCx,1.0,-0.0357981882989406,1,0,0,1.0,page3-124.svg,page3-124.svg,page7-247.svg,page7-28.svg,1.0357981882989407
n4BKHQpU9vMZp87XEjYD,0.5546712875366211,0.4968425035476684,0,0,1,-1.0,page4-141.svg,page9-44.svg,page1-107.svg,page5-80.svg,0.05782878398895269
n4coZZMNITxu6RvexWeV,0.0879217535257339,-0.0817179381847381,1,0,0,1.0,page3-187.svg,page5-151.svg,page7-30.svg,page1-113.svg,0.169639691710472
n5FLQrixIs2vA4GdI15o,0.5120847821235657,1.0,0,0,1,-1.0,page4-15.svg,page7-146.svg,page3-187.svg,page3-187.svg,-0.4879152178764343
n7dXZrOHOHtdfuA9bnUO,0.2266323566436767,0.656611979007721,1,0,0,1.0,page3-198.svg,page6-173.svg,page7-76.svg,page2-72.svg,-0.42997962236404424
n97lZk9tz1QbXQv5JOOa,-0.1442134082317352,0.7690582275390625,0,0,1,-1.0,page7-132.svg,page7-148.svg,page4-156.svg,page3-66.svg,-0.9132716357707977
n9rPKWLgvOSYzpFKBpzS,0.4332033097743988,0.1376599967479705,0,1,0,0.0,page3-99.svg,page1-147.svg,page7-84.svg,page7-85.svg,0.29554331302642833
nA7pVyuDbGeB0R0gmuxX,0.1070199683308601,0.604124903678894,0,0,1,-1.0,page3-59.svg,page3-66.svg,page1-183.svg,page9-31.svg,-0.49710493534803396
nFPfLgIOH4sIbnpExPHf,-0.0159228891134262,0.0460232496261596,1,0,0,1.0,page2-155.svg,page4-11.svg,page5-134.svg,page7-130.svg,-0.0619461387395858
nGNcLGuzo2bbwumU6EJP,0.6069480776786804,0.0873356461524963,0,1,0,0.0,page8-236.svg,page7-188.svg,page7-45.svg,page5-71.svg,0.5196124315261841
nINMu7MQT0AVWFDBSF2Y,-0.0150814214721322,-0.0988126844167709,1,0,0,1.0,page2-155.svg,page6-160.svg,page4-34.svg,page3-73.svg,0.08373126294463869
nJ4Rwbw0GphhoL5H2lMm,0.4740646779537201,0.378928393125534,1,0,0,1.0,page8-180.svg,page9-11.svg,page3-57.svg,page4-147.svg,0.09513628482818609
nKo8FlZVEBhaMIuzzyVo,0.489009290933609,0.5647887587547302,1,0,0,1.0,page9-27.svg,page7-241.svg,page1-130.svg,page2-107.svg,-0.07577946782112122
nMwMVTEqiMqZtlACO550,0.1394365131855011,0.6317914724349976,0,0,1,-1.0,page4-16.svg,page3-129.svg,page6-122.svg,page1-133.svg,-0.49235495924949646
nNSIr6Lh0Mg6CNGiOOkG,0.5844006538391113,0.3487432897090912,1,0,0,1.0,page2-39.svg,page7-23.svg,page6-198.svg,page7-85.svg,0.23565736413002014
nT95IIR0CqC0QUtutoe6,0.0103915454819798,0.0901953652501106,0,1,0,0.0,page7-245.svg,page6-71.svg,page7-251.svg,page4-96.svg,-0.0798038197681308
nTUyCEjodzETUBZQaF6K,0.6027809977531433,-0.0098046800121665,1,0,0,1.0,page4-34.svg,page4-11.svg,page4-156.svg,page7-241.svg,0.6125856777653098
nXW4gHEpBT8mMXpEpSyL,1.0,0.0405042767524719,1,0,0,1.0,page1-25.svg,page1-25.svg,page7-188.svg,page6-121.svg,0.9594957232475281
nXwDtdrsj7EY1zLmuU1T,0.5623128414154053,-0.0313364416360855,1,0,0,1.0,page2-17.svg,page4-161.svg,page3-99.svg,page6-172.svg,0.5936492830514908
nYMyD5IZXxWXTGFqrlxE,-0.1139905452728271,0.5460654497146606,0,1,0,0.0,page7-247.svg,page8-203.svg,page1-142.svg,page1-3.svg,-0.6600559949874878
nZExNzzAdKgRytrpd6tl,-0.0859209895133972,0.7788749933242798,0,0,2,-1.0,page7-196.svg,page9-13.svg,page2-155.svg,page4-177.svg,-0.864795982837677
nahA9bEIRrGwOS98pvmU,-0.0140947867184877,0.5995038151741028,0,0,1,-1.0,page3-198.svg,page8-169.svg,page8-160.svg,page8-169.svg,-0.6135986018925905
nat8EwwJzHG6iD2YFLj0,0.5966759920120239,0.2854889631271362,1,0,0,1.0,page6-28.svg,page8-152.svg,page8-216.svg,page5-151.svg,0.31118702888488775
nd3iKGU8oVFzs9T4ZmyQ,0.0365553647279739,0.0053300922736525,0,1,0,0.0,page4-97.svg,page6-173.svg,page1-25.svg,page4-11.svg,0.031225272454321405
nfOYkgqnDqKXupEw25Yh,1.0,0.6392082571983337,1,0,0,1.0,page1-116.svg,page1-116.svg,page5-80.svg,page5-85.svg,0.36079174280166626
nfcBldPNwAtEyrZ93j3S,0.1278659403324127,0.0225294232368469,1,0,0,1.0,page4-156.svg,page2-156.svg,page6-198.svg,page4-16.svg,0.1053365170955658
nfkyh8k62zQY88ogVQdG,-0.0910126939415931,0.3098478615283966,0,1,0,0.0,page4-16.svg,page7-247.svg,page8-156.svg,page7-17.svg,-0.4008605554699897
ngJ1FKZZqdFGlGfZxcfc,1.0,0.0966261476278305,1,0,0,1.0,page1-56.svg,page1-56.svg,page7-92.svg,page2-39.svg,0.9033738523721695
nhHDeGV5IVdbSkkCPMV1,0.1419555991888046,1.0,0,0,1,-1.0,page5-145.svg,page1-25.svg,page4-118.svg,page4-118.svg,-0.8580444008111954
ni2MaOuwT2eAjH4FTl74,0.4895277619361877,0.0883198007941246,0,1,0,0.0,page7-166.svg,page1-113.svg,page4-148.svg,page-D.svg,0.4012079611420631
npLNOsKsHzPobVC7KJbD,0.1814813464879989,0.1129623726010322,0,1,0,0.0,page7-26.svg,page4-16.svg,page6-6.svg,page9-31.svg,0.0685189738869667
npsL3LndDtwgCcq33Yf7,0.4099337756633758,0.0530674308538436,1,0,0,1.0,page7-242.svg,page6-117.svg,page3-54.svg,page6-205.svg,0.3568663448095322
npuGxZTzLlfmk4g6IXt2,0.2558790445327759,0.7489974498748779,0,0,1,-1.0,page4-16.svg,page6-96.svg,page1-114.svg,page3-34.svg,-0.49311840534210205
ntarrpI4ib738Mi85m5a,0.5856401324272156,0.1673201471567154,1,0,0,1.0,page8-54.svg,page4-47.svg,page7-79.svg,page7-73.svg,0.4183199852705002
nwsneRCTyzSGdf2rquYv,0.1415602564811706,0.6277472972869873,0,0,1,-1.0,page5-142.svg,page2-186.svg,page5-59.svg,page5-57.svg,-0.4861870408058167
o5fKdPtn0DOiVxQjCWLM,0.4226082265377044,0.3519706130027771,1,0,0,1.0,page7-251.svg,page6-50.svg,page2-133.svg,page3-70.svg,0.07063761353492731
o8tUNpve94qydUmIizOe,0.7069204449653625,0.5808056592941284,0,0,1,-1.0,page8-63.svg,page8-246.svg,page4-19.svg,page6-172.svg,0.12611478567123413
oAi4mEUnDdwEECNk68O4,0.4843377768993377,-0.0645380988717079,1,0,0,1.0,page3-44.svg,page4-203.svg,page7-59.svg,page7-15.svg,0.5488758757710456
oBnlgdG8h8SnyK3rS3TQ,0.6223198771476746,0.0742489844560623,1,0,0,1.0,page1-69.svg,page1-66.svg,page6-72.svg,page6-13.svg,0.5480708926916122
oEPC2grWka2fd3EtouFS,0.088473305106163,0.1590441763401031,0,1,0,0.0,page7-135.svg,page6-171.svg,page9-17.svg,page8-215.svg,-0.0705708712339401
oEbiqhJvkg4TzMchAW9b,0.635214626789093,0.075627364218235,0,1,0,0.0,page8-204.svg,page7-39.svg,page3-191.svg,page6-21.svg,0.559587262570858
oF4elqkNreZkLNM7dKFF,-0.1388827562332153,-0.0122394366189837,0,1,0,0.0,page4-237.svg,page2-37.svg,page5-18.svg,page2-131.svg,-0.12664331961423161
oFzAsjE5ngE3E4VSos7X,1.0,0.5143974423408508,1,0,0,1.0,page6-205.svg,page6-205.svg,page7-10.svg,page5-145.svg,0.48560255765914917
oHmvqRuN5NAzLeHUdCDX,0.7289258241653442,-0.1391508728265762,1,0,0,1.0,page6-192.svg,page6-196.svg,page6-226.svg,page4-212.svg,0.8680766969919205
oPApK0gC9i7nsvMx2ChH,-0.1513547450304031,0.3519706130027771,0,1,0,0.0,page5-134.svg,page1-56.svg,page2-133.svg,page3-70.svg,-0.5033253580331802
oRTxltltJBpX1qPet4Io,0.4186998307704925,-0.0816225409507751,0,1,0,0.0,page2-48.svg,page9-20.svg,page8-192.svg,page4-192.svg,0.5003223717212676
oRbViNJZfN298K8o0YbN,-0.2187655866146087,-0.1661043316125869,0,0,1,-1.0,page4-118.svg,page7-28.svg,page7-105.svg,page6-192.svg,-0.05266125500202182
oS5TPk9u7C4a84Y3gsjP,0.4401205480098724,-0.095815360546112,1,0,0,1.0,page-F.svg,page8-147.svg,page3-44.svg,page5-102.svg,0.5359359085559844
oUXC6YjJeOedX4bQ82aW,0.6758745908737183,0.7575775980949402,0,0,1,-1.0,page7-102.svg,page7-229.svg,page2-174.svg,page2-59.svg,-0.08170300722122192
oX43mVrS3LT306GO9MFf,0.0786335170269012,-0.2659574747085571,0,0,1,-1.0,page5-157.svg,page7-85.svg,page1-78.svg,page3-71.svg,0.34459099173545826
oXwk6Au2oEyfnqlHAFXP,-0.1661043316125869,0.5797480940818787,0,1,0,0.0,page7-105.svg,page6-192.svg,page5-75.svg,page8-236.svg,-0.7458524256944655
oY31Y18Ut0sYfd1s08cY,-0.0726889669895172,0.7788749933242798,0,0,1,-1.0,page5-151.svg,page7-34.svg,page2-155.svg,page4-177.svg,-0.851563960313797
oakcbrCNdcBP5FqULSsx,0.5415133833885193,0.378928393125534,1,0,0,1.0,page3-34.svg,page1-118.svg,page3-57.svg,page4-147.svg,0.16258499026298529
omepgh6ppefnrmJdro9f,-0.0019544088281691,0.4846652746200561,0,0,1,-1.0,page9-42.svg,page2-189.svg,page6-16.svg,page6-27.svg,-0.4866196834482252
opEzxTb9zjjRJuq0grkq,0.4827453196048736,-0.0820762887597084,1,0,0,1.0,page7-157.svg,page7-241.svg,page9-43.svg,page5-33.svg,0.5648216083645821
opHRe2rnKYzeSaf9yY0X,0.6524016261100769,0.689342737197876,0,0,1,-1.0,page2-79.svg,page7-145.svg,page5-57.svg,page5-60.svg,-0.03694111108779907
oqMlSIY2or8LmD6HI4UY,-0.1919579952955246,-0.053068708628416,0,1,0,0.0,page8-174.svg,page1-37.svg,page6-196.svg,page4-147.svg,-0.1388892866671086
outlKY2hAYKPlF6kmkoR,0.7730507850646973,0.1274998933076858,1,0,0,1.0,page3-95.svg,page3-71.svg,page4-190.svg,page5-81.svg,0.6455508917570114
ow41pKtKIZzgpoRKQG1N,-0.053775168955326,0.0239914152771234,0,1,0,0.0,page7-157.svg,page6-196.svg,page4-34.svg,page2-88.svg,-0.07776658423244939
p1NS33948zVCFVfpr77E,0.4964911639690399,0.5453952550888062,0,0,2,-1.0,page5-31.svg,page2-37.svg,page8-179.svg,page8-215.svg,-0.048904091119766235
p5dtxE5gP4pFUrZfQRf1,0.6411093473434448,-0.1201110184192657,1,0,0,1.0,page1-125.svg,page3-8.svg,page6-168.svg,page5-215.svg,0.7612203657627106
pAokg0ShF15PaJ7EUKrR,0.5479331016540527,-0.0060227755457162,0,1,0,0.0,page3-20.svg,page6-71.svg,page5-81.svg,page1-130.svg,0.5539558771997689
pDuXriyDonMvooK1GEXI,0.7053564190864563,0.7044152617454529,1,0,0,1.0,page5-246.svg,page6-23.svg,page5-86.svg,page5-84.svg,0.000941157341003418
pEnnlyIfSkHm2jK9F6Jn,0.7483453750610352,0.7525508403778076,0,1,0,0.0,page8-240.svg,page5-87.svg,page6-171.svg,page4-16.svg,-0.004205465316772461
pFhJ8gDQD1mKt0WrHOrR,0.7525508403778076,0.2049410939216613,0,1,0,0.0,page6-171.svg,page4-16.svg,page2-159.svg,page3-187.svg,0.5476097464561464
pGd2tOtcf1YGe4EeZu7X,1.0,0.3930862247943878,1,0,0,1.0,page1-25.svg,page1-25.svg,page6-111.svg,page8-39.svg,0.6069137752056122
pIkggVwXN7Mu6YoyeLl9,0.590668261051178,0.3919314444065094,0,1,0,0.0,page5-74.svg,page1-125.svg,page9-34.svg,page7-46.svg,0.19873681664466858
pNLwSt7qcE0QhogGRGYn,-0.0029523465782403,0.4801370501518249,0,1,0,0.0,page2-17.svg,page5-87.svg,page2-88.svg,page9-44.svg,-0.4830893967300652
pOm4r7cqsdP1TSxO4VR3,0.0498864129185676,-0.0834649056196212,0,1,0,0.0,page2-65.svg,page6-164.svg,page5-213.svg,page5-89.svg,0.1333513185381888
pQI2KUR0VowFiDqMU7XK,0.6755220293998718,1.0,0,0,1,-1.0,page7-26.svg,page7-165.svg,page6-168.svg,page6-168.svg,-0.3244779706001282
pWg0I9UqnuT3jwQWSmBj,-0.0840379670262336,0.7101567983627319,0,0,1,-1.0,page9-43.svg,page5-106.svg,page4-237.svg,page4-238.svg,-0.7941947653889655
pWpB9NtrSWqLT8do7s2O,0.0156913995742797,0.3487432897090912,0,1,0,0.0,page4-140.svg,page3-43.svg,page6-198.svg,page7-85.svg,-0.3330518901348115
pXoESgH2QjRZ7KVP8Kms,0.3519706130027771,0.258746474981308,0,0,1,-1.0,page2-133.svg,page3-70.svg,page4-180.svg,page3-32.svg,0.09322413802146912
pfUPIOyx1h67ZD2DzvNt,0.0136799653992056,0.5460654497146606,0,1,0,0.0,page6-24.svg,page3-165.svg,page1-142.svg,page1-3.svg,-0.5323854843154551
pfa9IaxE4y6ZVpqvsPLX,0.5963009595870972,0.7185074687004089,0,0,1,-1.0,page6-94.svg,page6-96.svg,page3-56.svg,page4-239.svg,-0.12220650911331177
plLY1262YUSkSU242yVY,0.3978636562824249,0.1846197992563247,0,0,1,-1.0,page4-248.svg,page5-45.svg,page3-71.svg,page6-106.svg,0.21324385702610021
plvd57TrwRhbHCOC67sj,0.5708608031272888,0.24542036652565,1,0,0,1.0,page5-238.svg,page3-207.svg,page6-196.svg,page5-252.svg,0.3254404366016388
pu7Srkm7NQ59EJ5t8gZ0,0.5464707612991333,0.4481169879436493,0,1,0,0.0,page3-203.svg,page9-33.svg,page8-240.svg,page7-236.svg,0.09835377335548401
pxBNqUAjfox8aRHfkJ4v,0.7276832461357117,0.019422585144639,1,0,0,1.0,page3-203.svg,page4-3.svg,page1-24.svg,page6-204.svg,0.7082606609910727
pz5XGjnV1Bq7o7K1s489,0.5850474834442139,0.0475307367742061,1,0,0,1.0,page4-20.svg,page6-196.svg,page7-67.svg,page8-222.svg,0.5375167466700078
q0jx5XPL9nV6bvjeQPUE,0.6755220293998718,0.1043724045157432,0,1,0,0.0,page7-26.svg,page7-165.svg,page7-17.svg,page2-61.svg,0.5711496248841286
q2AJXG26g10IPZOdpyxb,0.745482325553894,-0.0175368748605251,1,0,0,1.0,page3-198.svg,page4-11.svg,page1-33.svg,page3-20.svg,0.7630192004144192
q9tT7T5izrzNxgtpciG8,-0.1770970672369003,0.5510205626487732,0,0,1,-1.0,page8-54.svg,page5-134.svg,page7-85.svg,page3-157.svg,-0.7281176298856735
qATREOnngiEEc9q8nqTV,0.6909827589988708,0.4332033097743988,1,0,0,1.0,page2-72.svg,page2-70.svg,page3-99.svg,page1-147.svg,0.25777944922447205
qTltk1q0S5p6ZCp5rWBn,0.1873828470706939,0.4571435749530792,0,0,1,-1.0,page6-38.svg,page3-207.svg,page7-112.svg,page9-36.svg,-0.26976072788238536
qZEsO3gsChIq5zbZLr5l,0.3583301305770874,0.4855386018753052,0,1,0,0.0,page6-198.svg,page1-5.svg,page4-59.svg,page2-152.svg,-0.12720847129821777
qcMRi4bgnC70uumcXosM,0.5861603021621704,0.0374315716326236,1,0,0,1.0,page2-145.svg,page4-56.svg,page5-123.svg,page4-16.svg,0.5487287305295468
qcfxBtd17OpZVJLInQyR,0.0273302365094423,0.4154013395309448,0,0,1,-1.0,page7-220.svg,page7-188.svg,page5-235.svg,page7-125.svg,-0.3880711030215025
qeRlNeyY0V2fA1VXdUJD,-0.14616259932518,0.7002223134040833,0,0,1,-1.0,page-C.svg,page5-232.svg,page5-57.svg,page8-222.svg,-0.8463849127292633
qmO3XdmK3ZDMbBiPNoKG,0.4733890295028686,0.4792973697185516,0,0,1,-1.0,page2-189.svg,page4-128.svg,page2-88.svg,page5-49.svg,-0.005908340215682983
qrkAV3s9is6zfzAD2OP0,-0.0448750779032707,0.127253457903862,0,1,0,0.0,page7-88.svg,page6-121.svg,page2-19.svg,page8-39.svg,-0.1721285358071327
qtbGQt7rgBm9LLk7g3WP,0.5373733043670654,-0.0001608897291589,0,1,0,0.0,page2-16.svg,page4-148.svg,page7-36.svg,page7-4.svg,0.5375341940962244
quTe5OfqC3C3JeRWgJgP,0.4189852476119995,0.6313463449478149,1,0,0,1.0,page5-160.svg,page5-232.svg,page5-71.svg,page5-107.svg,-0.21236109733581543
qvcD6ABrUxuJ43S35BCr,-0.017157781869173,0.5048357248306274,0,0,1,-1.0,page8-129.svg,page7-198.svg,page5-102.svg,page2-39.svg,-0.5219935066998005
qvgs3wsof4MuJZq0SQII,0.4589366912841797,0.0467859506607055,1,0,0,1.0,page6-99.svg,page6-106.svg,page7-164.svg,page7-157.svg,0.4121507406234742
qzY0lA8f8hnezmT4IvLK,-0.0689403340220451,0.3759470880031585,0,0,1,-1.0,page7-184.svg,page4-16.svg,page8-190.svg,page6-142.svg,-0.4448874220252036
r3097CoTjmICr4hdZNBS,0.4729346036911011,0.2617450654506683,0,0,1,-1.0,page4-190.svg,page4-183.svg,page6-181.svg,page4-11.svg,0.2111895382404328
r7L1AeGGE1q5T1Ks1TN5,-0.1637434363365173,0.2562780082225799,0,0,1,-1.0,page9-20.svg,page9-23.svg,page6-83.svg,page2-137.svg,-0.4200214445590972
r95fj7mtkfRQkmfXGmjU,0.6642266511917114,0.0266903899610042,1,0,0,1.0,page5-193.svg,page1-5.svg,page5-182.svg,page5-40.svg,0.6375362612307072
rC3FTKM9I78KuXFdZe2Q,0.4846652746200561,0.0019643469713628,1,0,0,1.0,page6-27.svg,page6-16.svg,page5-198.svg,page3-66.svg,0.4827009276486933
rCJ1SO5o9gM55F3xzIyJ,0.5058064460754395,0.3854845762252807,1,0,0,1.0,page2-20.svg,page7-10.svg,page6-226.svg,page5-151.svg,0.12032186985015875
rCvLfqsggQe05n9RQxfS,1.0,0.6599417328834534,0,1,0,0.0,page7-132.svg,page7-132.svg,page2-148.svg,page4-47.svg,0.34005826711654663
rIWaCbqTyjalA9U6iiWb,0.0302452892065048,0.6339114308357239,0,0,1,-1.0,page7-172.svg,page7-28.svg,page4-118.svg,page3-35.svg,-0.603666141629219
rLNDJ5F46euY33ARJcIT,0.7788749933242798,0.0197738595306873,1,0,0,1.0,page4-177.svg,page2-155.svg,page1-90.svg,page7-34.svg,0.7591011337935925
rN7AT54Lu5z6i1ds5OTt,0.6132632493972778,0.5715141892433167,1,0,0,1.0,page9-7.svg,page5-123.svg,page4-95.svg,page4-96.svg,0.04174906015396118
rOXJGSSHDYTxZcJJxZkg,0.1651513427495956,0.0530674308538436,0,1,0,0.0,page7-76.svg,page4-13.svg,page3-54.svg,page6-205.svg,0.11208391189575198
rOiK8eZgGteig11I9SCO,0.6958683133125305,0.1537511646747589,1,0,0,1.0,page7-102.svg,page6-38.svg,page4-16.svg,page6-94.svg,0.5421171486377716
rSrNM0x7PDmdnVMQG5mJ,0.1479050815105438,0.5236471891403198,0,0,1,-1.0,page5-122.svg,page6-27.svg,page7-249.svg,page7-23.svg,-0.375742107629776
rT8d0kmRcEEhjku1Qaea,0.6928691864013672,-0.0417829304933548,1,0,0,1.0,page7-122.svg,page5-207.svg,page5-63.svg,page3-168.svg,0.734652116894722
rTgFF60NAwoiKuiwRDcF,0.3687168955802917,0.6339114308357239,0,0,1,-1.0,page3-193.svg,page5-220.svg,page3-35.svg,page4-118.svg,-0.2651945352554322
rWoF720ALSZwXuaCyxwL,0.414551705121994,0.0624529123306274,1,0,0,1.0,page5-174.svg,page6-171.svg,page2-159.svg,page1-133.svg,0.35209879279136663
rYHOb6haQioBXWWzOfBg,-0.0234287660568952,0.5563203692436218,0,0,1,-1.0,page1-103.svg,page7-46.svg,page6-177.svg,page2-163.svg,-0.5797491353005171
rqgBYWk2gus6qqMBKPXU,0.4628356099128723,0.368285983800888,1,0,0,1.0,page1-82.svg,page7-216.svg,page2-133.svg,page2-173.svg,0.09454962611198431
rtB9aLkrdANQspyqwlK8,-0.1220187023282051,0.5634471774101257,0,0,1,-1.0,page2-59.svg,page5-60.svg,page7-220.svg,page8-85.svg,-0.6854658797383308
rtsR4noqj2I5CqvCPoes,0.3674854934215545,0.4934200942516327,0,0,1,-1.0,page6-245.svg,page1-162.svg,page7-29.svg,page6-127.svg,-0.12593460083007818
rvxKC6QLFQTYoSR4Nhnj,0.6021652221679688,0.6072219014167786,1,0,0,1.0,page1-142.svg,page3-54.svg,page4-220.svg,page8-215.svg,-0.0050566792488098145
rxyUqhYurYyPsU5DjvyD,0.6195263266563416,-0.1105292588472366,1,0,0,1.0,page2-64.svg,page7-76.svg,page7-79.svg,page4-16.svg,0.7300555855035782
s0pxUf66tZaLVNHtFHVO,0.4548683166503906,0.6495060920715332,0,1,0,0.0,page7-184.svg,page6-163.svg,page8-63.svg,page6-94.svg,-0.19463777542114258
s3AKlQcedZgsjzIzQe4N,0.7525508403778076,0.1435053348541259,1,0,0,1.0,page4-16.svg,page6-171.svg,page1-5.svg,page4-16.svg,0.6090455055236818
s4eI6Xt4M0bBBdPoCbiJ,0.1050462201237678,0.3814444541931152,0,1,0,0.0,page4-156.svg,page5-60.svg,page7-191.svg,page4-157.svg,-0.2763982340693474
s9mKqhd8mu9jvzBIfbfK,1.0,0.171290785074234,1,0,0,1.0,page6-168.svg,page6-168.svg,page3-56.svg,page7-216.svg,0.828709214925766
sBSXA5FdKBwtdQhuqaMM,1.0,-0.1413915604352951,1,0,0,1.0,page7-79.svg,page7-79.svg,page7-102.svg,page6-52.svg,1.141391560435295
sEMNwJX7fr5vVh1C84gC,0.1875491887331009,0.7788749933242798,0,0,1,-1.0,page7-112.svg,page7-88.svg,page2-155.svg,page4-177.svg,-0.5913258045911789
sHLrroSwF4pSHmpQ77aN,0.0007569190929643,-0.0697018727660179,0,1,0,0.0,page5-56.svg,page6-181.svg,page5-247.svg,page7-245.svg,0.0704587918589822
