,block,snd_value,snd_class,sec_until_click,correct,controlled,response,game_id,speaker_desc,speaker_len,listener_desc,listener_len,total_len,chat_len,target
3783,2,0.961111111111111,high,9,True,False,page3-95.svg,ux4vmkRJhYp3YR5Xy,['truck square with jaggered bits on left'],7,[''],1,8,2,page3-95.svg
3784,4,0.875,high,9,True,False,page4-17.svg,BwkLGDtSnzo9Qjtc6,['person taking long step with left foot sticking out'],9,[''],1,10,2,page4-17.svg
3785,0,0.990909090909091,high,9,False,False,page9-39.svg,NoLWyWLqaGWcTZmYs,['Looks like a sickle'],4,[''],1,5,2,page3-43.svg
3786,3,0.990740740740741,high,2,True,False,page5-220.svg,mRhZREao8NzN6BYE7,['trophy'],1,[''],1,2,2,page5-220.svg
3787,0,0.933333333333333,high,9,True,False,page2-39.svg,y8xxpBGbhhSLNEqWm,['This one looks like the letter V but the left side of the V is sticking out to the left'],20,[''],1,21,2,page2-39.svg
3788,0,0.948148148148148,high,12,True,False,page5-142.svg,NoLWyWLqaGWcTZmYs,['almost complete large diamond on top with bottom that flares out on the edges'],14,[''],1,15,2,page5-142.svg
3789,3,0.740740740740741,low,2,True,False,page9-39.svg,vANJagD7tYryezsfj,['smoking pipe'],2,[''],1,3,2,page9-39.svg
3790,4,0.925925925925926,high,16,True,False,page9-42.svg,nBQixTvaWeN8mKaKE,['top looks like a margarita glass with an upwards bottom'],10,[''],1,11,2,page9-42.svg
3791,4,0.933333333333333,high,6,True,False,page5-122.svg,XSQXte7Rd8L9hwyFc,['ghost'],1,[''],1,2,2,page5-122.svg
3792,0,0.533333333333333,low,4,True,True,page6-31.svg,Bn9MEh9Dku6N4h944,['an owl slanting to the right'],6,[''],1,7,2,page6-31.svg
3793,3,0.977777777777778,high,2,True,False,page6-83.svg,wrZAPHSfYu7MLFJYk,['A dinosaur'],2,[''],1,3,2,page6-83.svg
3794,3,0.955,high,3,True,False,page9-4.svg,HvirHRMAT4tsSydCz,['Letter U'],2,[''],1,3,2,page9-4.svg
3795,4,0.892592592592593,high,3,True,False,page6-179.svg,6xYme5HCqaBW3ufMG,['man grabbing his left foot'],5,[''],1,6,2,page6-179.svg
3796,3,0.872222222222222,high,3,True,False,page4-10.svg,mRhZREao8NzN6BYE7,['man running to the right'],5,[''],1,6,2,page4-10.svg
3797,1,0.988888888888889,high,10,True,False,page3-124.svg,ux4vmkRJhYp3YR5Xy,['looks like an arch with white in middle  stingray from above with rectangle cut out in middle'],18,[''],1,19,2,page3-124.svg
3798,1,0.985185185185185,high,7,True,False,page6-198.svg,nBQixTvaWeN8mKaKE,['whale with an upside down triangle at the top'],9,[''],1,10,2,page6-198.svg
3799,4,0.892592592592593,high,4,True,False,page1-103.svg,CntAjuZvvoGu7SPQY,['like a trophy'],3,[''],1,4,2,page1-103.svg
3800,2,0.95,high,7,True,False,page7-169.svg,QuuR9NuW3SuwYAQvp,['Diagonal white left and black right'],6,[''],1,7,2,page7-169.svg
3801,0,0.533333333333333,low,2,True,False,page8-182.svg,Bn9MEh9Dku6N4h944,['The letter S'],3,[''],1,4,2,page8-182.svg
3802,0,0.650925925925926,low,8,True,True,page6-175.svg,4G3E28ZBsfpvKeq75,['this looks like someone is laying down facing the left reading a book'],13,[''],1,14,2,page6-175.svg
3803,2,0.988888888888889,high,4,False,False,page1-130.svg,wrZAPHSfYu7MLFJYk,['It looks like a house'],5,[''],1,6,2,page3-124.svg
3804,1,0.990909090909091,high,16,False,False,page7-79.svg,NoLWyWLqaGWcTZmYs,['OZ'],1,[''],1,2,2,page3-43.svg
3805,0,0.633333333333333,low,5,True,True,page8-247.svg,jJGPjD2pPRYatdRR7,['Animal facing left like the front feet are off the ground pointy nose'],13,[''],1,14,2,page8-247.svg
3806,2,0.777777777777778,low,5,True,True,page7-79.svg,jJGPjD2pPRYatdRR7,['triangle dangling on the bottom right'],6,[''],1,7,2,page7-79.svg
3807,4,0.57962962962963,low,3,True,False,page1-107.svg,6xYme5HCqaBW3ufMG,['a vase'],2,[''],1,3,2,page1-107.svg
3808,3,0.777777777777778,low,5,True,False,page5-145.svg,HQfR6YA7JXPhQfRkC,['mountain range atop a table'],5,[''],1,6,2,page5-145.svg
3809,2,0.976851851851852,high,8,True,False,page5-134.svg,NoLWyWLqaGWcTZmYs,['fangs'],1,[''],1,2,2,page5-134.svg
3810,3,0.838888888888889,low,3,True,False,page8-63.svg,B5ziWAf3qGfwgGX6q,['whale'],1,[''],1,2,2,page8-63.svg
3811,2,0.738888888888889,low,4,True,True,page3-207.svg,eGbuzD7obJMw2QeJG,['man walking slowly left'],4,[''],1,5,2,page3-207.svg
3812,1,0.961111111111111,high,7,True,False,page9-20.svg,3L7pCoyNJM5hRnz9G,['letter C'],2,[''],1,3,2,page9-20.svg
3813,2,0.740740740740741,low,3,True,True,page9-39.svg,HvirHRMAT4tsSydCz,['Smoking pipe no smoke'],4,[''],1,5,2,page9-39.svg
3814,2,1.0,high,3,True,False,page6-162.svg,HvirHRMAT4tsSydCz,['arrow pointing down'],3,[''],1,4,2,page6-162.svg
3815,1,1.0,high,10,True,False,page6-155.svg,rqACxDhvFcuybyxa8,['looks like a giraffe facing to the left'],8,[''],1,9,2,page6-155.svg
3816,4,0.977777777777778,high,2,True,False,page6-83.svg,wrZAPHSfYu7MLFJYk,['A dinosaur'],2,[''],1,3,2,page6-83.svg
3817,3,0.941666666666667,high,3,True,False,page4-169.svg,fKvArAtnu3mpJehJv,['Tshirt'],1,[''],1,2,2,page4-169.svg
3818,2,0.933333333333333,high,5,True,False,page1-54.svg,jJGPjD2pPRYatdRR7,['simple water tower'],3,[''],1,4,2,page1-54.svg
3819,0,0.968181818181818,high,4,True,False,page1-114.svg,B5ziWAf3qGfwgGX6q,['bowl sitting on a triangle'],5,[''],1,6,2,page1-114.svg
3820,4,0.668518518518519,low,3,True,True,page-F.svg,nA4h7uAzk8zYv7sbc,['person sitting down'],3,[''],1,4,2,page-F.svg
3821,2,0.977777777777778,high,5,True,False,page3-53.svg,8q9BzwSiFsxFz6GZD,['A rectangle on two inverted triangles'],6,[''],1,7,2,page3-53.svg
3822,2,0.891666666666667,high,2,True,False,page1-142.svg,fKvArAtnu3mpJehJv,['factory with two pointed roof'],5,[''],1,6,2,page1-142.svg
3823,3,0.976851851851852,high,3,True,False,page5-134.svg,NoLWyWLqaGWcTZmYs,['fangs'],1,[''],1,2,2,page5-134.svg
3824,3,0.650925925925926,low,5,True,True,page6-175.svg,ux4vmkRJhYp3YR5Xy,['person sittingreclining facing left head top right'],7,[''],1,8,2,page6-175.svg
3825,3,0.777777777777778,low,6,True,False,page5-145.svg,BwkLGDtSnzo9Qjtc6,['looking at us large bird or ghost going wooooo'],9,[''],1,10,2,page5-145.svg
3826,3,0.983333333333333,high,3,True,False,page2-124.svg,HQfR6YA7JXPhQfRkC,['arrow downward'],2,[''],1,3,2,page2-124.svg
3827,0,0.977777777777778,high,20,True,False,page3-120.svg,hSDF2WFEPAjfpyCtf,['the image looks like a big dresser it has two point edges on each bottom side'],16,[''],1,17,2,page3-120.svg
3828,3,0.738888888888889,low,2,True,True,page3-207.svg,jJGPjD2pPRYatdRR7,['person walking left'],3,[''],1,4,2,page3-207.svg
3829,4,0.777777777777778,low,4,True,False,page5-145.svg,BwkLGDtSnzo9Qjtc6,['looking at us large bird or ghost'],7,[''],1,8,2,page5-145.svg
3830,4,0.768518518518518,low,8,False,True,page3-201.svg,3L7pCoyNJM5hRnz9G,['diamond on top of weird shaped base'],7,[''],1,8,2,page2-100.svg
3831,4,0.807037037037037,low,11,True,False,page6-181.svg,mRhZREao8NzN6BYE7,['man bowing left'],3,[''],1,4,2,page6-181.svg
3832,4,0.777777777777778,low,2,True,False,page5-145.svg,nA4h7uAzk8zYv7sbc,['bird'],1,[''],1,2,2,page5-145.svg
3833,0,0.894444444444445,high,4,True,False,page4-92.svg,4DAz8kzzePJqjLfru,['a chicken facing to the right'],6,[''],1,7,2,page4-92.svg
3834,3,1.0,high,4,True,False,page9-25.svg,89FoCcbCznvLPYnaf,['upside down h'],3,[''],1,4,2,page9-25.svg
3835,2,0.983333333333333,high,4,True,False,page7-102.svg,nA4h7uAzk8zYv7sbc,['tree shape'],2,[''],1,3,2,page7-102.svg
3836,4,0.968518518518519,high,3,True,False,page2-15.svg,3L7pCoyNJM5hRnz9G,['house on triangular bases'],4,[''],1,5,2,page2-15.svg
3837,2,0.911111111111111,high,5,True,False,page6-6.svg,4DAz8kzzePJqjLfru,['dog facing you with two triangle legs'],7,[''],1,8,2,page6-6.svg
3838,1,0.544444444444445,low,10,True,True,page5-96.svg,fKvArAtnu3mpJehJv,['A fox like head with two pointy ears one leg facing the left from the head and a long tail'],20,[''],1,21,2,page5-96.svg
3839,2,0.933333333333333,high,7,True,False,page5-122.svg,4G3E28ZBsfpvKeq75,['This one looks like a person extending out both of their arms Also kind of looks like a claw'],19,[''],1,20,2,page5-122.svg
3840,0,0.992592592592593,high,7,True,False,page5-121.svg,9WTAEtQ6noc25PC8s,['a circle shape with spikes up and down'],8,[''],1,9,2,page5-121.svg
3841,3,0.577777777777778,low,9,True,True,page8-38.svg,B5ziWAf3qGfwgGX6q,['tall crooked vase bent to right'],6,[''],1,7,2,page8-38.svg
3842,1,0.977777777777778,high,6,False,False,page7-115.svg,8q9BzwSiFsxFz6GZD,['a rectangle sitting on two triangles pointing down'],8,[''],1,9,2,page3-53.svg
3843,2,0.777777777777778,low,14,True,True,page5-165.svg,QuuR9NuW3SuwYAQvp,['rocket ready to launch'],4,[''],1,5,2,page5-165.svg
3844,3,0.888888888888889,high,2,True,False,page7-220.svg,9WTAEtQ6noc25PC8s,['headless dog'],2,[''],1,3,2,page7-220.svg
3845,4,0.666666666666667,low,4,True,False,page7-126.svg,N6BXBSAYYi6zYc2DW,['the bird'],2,[''],1,3,2,page7-126.svg
3846,2,0.953703703703704,high,5,True,False,page6-205.svg,wwJwxrnDZQYWeJmMP,['Car driving vertically'],3,[''],1,4,2,page6-205.svg
3847,0,0.92962962962963,high,15,False,False,page5-142.svg,NoLWyWLqaGWcTZmYs,['Big triangle with weird shape on top'],7,[''],1,8,2,page6-218.svg
3848,0,0.934259259259259,high,3,False,False,page5-232.svg,AJeR4M8XggMLd6gDT,['it looks like an arrow facing up'],7,[''],1,8,2,page3-57.svg
3849,3,0.911851851851852,high,3,True,False,page9-29.svg,FXAKzduwyZunovt76,['Someone holding a tray to the left'],7,[''],1,8,2,page9-29.svg
3850,4,0.977777777777778,high,2,True,False,page6-165.svg,4DAz8kzzePJqjLfru,['jenga'],1,[''],1,2,2,page6-165.svg
3851,0,0.939814814814815,high,9,True,False,page2-48.svg,Bn9MEh9Dku6N4h944,['Two pieces one facing up and one facing down'],9,[''],1,10,2,page2-48.svg
3852,3,0.988888888888889,high,3,True,False,page7-13.svg,BD6j9kZfZhc2Dz4gh,['diver'],1,[''],1,2,2,page7-13.svg
3853,2,0.971851851851852,high,2,True,False,page4-237.svg,stAWNxMZ7fqfPMY3Q,['bong'],1,[''],1,2,2,page4-237.svg
3854,4,0.990740740740741,high,3,True,False,page7-251.svg,B5ziWAf3qGfwgGX6q,['dragon'],1,[''],1,2,2,page7-251.svg
3855,1,0.738888888888889,low,4,True,True,page3-207.svg,5zavZ7Wzuj8LSHeSM,['A person walking to the left They have a leg sticking out BEHIND them'],14,[''],1,15,2,page3-207.svg
3856,3,0.344444444444444,low,7,True,True,page8-22.svg,9WTAEtQ6noc25PC8s,['looks like a bird sweeping down on something'],8,[''],1,9,2,page8-22.svg
3857,3,0.924074074074074,high,4,True,False,page5-173.svg,QuuR9NuW3SuwYAQvp,['far person as before'],4,[''],1,5,2,page5-173.svg
3858,1,0.416666666666667,low,6,True,True,page6-123.svg,CntAjuZvvoGu7SPQY,['fish swimming left'],3,[''],1,4,2,page6-123.svg
3859,4,0.933333333333333,high,3,True,False,page5-167.svg,BD6j9kZfZhc2Dz4gh,['path to mountains'],3,[''],1,4,2,page5-167.svg
3860,3,0.955555555555556,high,2,True,False,page1-26.svg,DtndyxmGGcbnYbsno,['that big letter again'],4,[''],1,5,2,page1-26.svg
3861,0,0.977777777777778,high,2,True,False,page6-83.svg,FXAKzduwyZunovt76,['a dinosaur'],2,[''],1,3,2,page6-83.svg
3862,0,0.968518518518519,high,8,True,False,page2-15.svg,jJGPjD2pPRYatdRR7,['white rectangle in the middle tall black rectangle on top shaped like a house white triangle space on the bottom'],20,[''],1,21,2,page2-15.svg
3863,3,0.714814814814815,low,10,True,True,page5-213.svg,2ZnY22dPDKc2ByrNc,['man dancing facing the right'],5,[''],1,6,2,page5-213.svg
3864,4,1.0,high,4,True,False,page5-120.svg,QoqK9Shwdm5bsFunw,['leaf again'],2,[''],1,3,2,page5-120.svg
3865,3,0.976851851851852,high,3,True,False,page5-134.svg,FXAKzduwyZunovt76,['The mask pelmet helmet thing with the three downwards triangles'],10,[''],1,11,2,page5-134.svg
3866,0,0.928888888888889,high,9,True,False,page3-54.svg,wwJwxrnDZQYWeJmMP,['Castle with three spikes on top'],6,[''],1,7,2,page3-54.svg
3867,2,0.933333333333333,high,2,True,False,page6-111.svg,y8xxpBGbhhSLNEqWm,['spatula time'],2,[''],1,3,2,page6-111.svg
3868,4,1.0,high,3,True,False,page9-25.svg,89FoCcbCznvLPYnaf,['upside down h'],3,[''],1,4,2,page9-25.svg
3869,4,0.977777777777778,high,3,True,False,page7-101.svg,vANJagD7tYryezsfj,['weird railroad crossing X sign'],5,[''],1,6,2,page7-101.svg
3870,1,0.990740740740741,high,6,True,False,page5-220.svg,mRhZREao8NzN6BYE7,['trophy'],1,[''],1,2,2,page5-220.svg
3871,2,0.892592592592593,high,3,True,False,page8-236.svg,QoqK9Shwdm5bsFunw,['goose'],1,[''],1,2,2,page8-236.svg
3872,2,0.897777777777778,high,7,True,False,page6-43.svg,jJGPjD2pPRYatdRR7,['square at the top triangle right under two squares on the sides of triangle'],14,[''],1,15,2,page6-43.svg
3873,3,0.57962962962963,low,2,True,False,page1-107.svg,6xYme5HCqaBW3ufMG,['a vase'],2,[''],1,3,2,page1-107.svg
3874,4,0.0,low,7,True,True,page8-234.svg,Bn9MEh9Dku6N4h944,['dog with square head facing left'],6,[''],1,7,2,page8-234.svg
3875,1,0.938888888888889,high,3,True,False,page3-24.svg,hSDF2WFEPAjfpyCtf,['teapot'],1,[''],1,2,2,page3-24.svg
3876,1,0.977777777777778,high,6,True,False,page1-24.svg,cQWfj3seYMSTHbiZe,['A structure flat on top and bottom and spiked on sides'],11,[''],1,12,2,page1-24.svg
3877,3,0.985185185185185,high,4,True,False,page6-92.svg,LY3RY7FnYQgDtcQ8g,['whale like thing with upside down triangle on top'],9,[''],1,10,2,page6-92.svg
3878,4,1.0,high,4,True,False,page7-226.svg,DtndyxmGGcbnYbsno,['best for last BEAN'],4,[''],1,5,2,page7-226.svg
3879,0,0.883333333333333,high,11,True,False,page7-45.svg,vANJagD7tYryezsfj,['triangles pointing in all directions North South East West'],9,[''],1,10,2,page7-45.svg
3880,1,0.793939393939394,low,4,True,False,page3-101.svg,CntAjuZvvoGu7SPQY,['pointing up arrow'],3,[''],1,4,2,page3-101.svg
3881,2,0.688518518518519,low,5,True,True,page3-163.svg,HQfR6YA7JXPhQfRkC,['a person bent over praying'],5,[''],1,6,2,page3-163.svg
3882,0,0.985185185185185,high,5,True,False,page8-160.svg,QuuR9NuW3SuwYAQvp,['The letter C'],3,[''],1,4,2,page8-160.svg
3883,4,0.977777777777778,high,2,True,False,page8-179.svg,XSQXte7Rd8L9hwyFc,['tall u'],2,[''],1,3,2,page8-179.svg
3884,3,0.988888888888889,high,1,True,False,page3-124.svg,AJeR4M8XggMLd6gDT,['king tut'],2,[''],1,3,2,page3-124.svg
3885,0,0.344444444444444,low,18,True,True,page8-22.svg,fKvArAtnu3mpJehJv,['A bird flying downward to the left both wings are triangle shaped facing the right'],15,[''],1,16,2,page8-22.svg
3886,2,0.991666666666667,high,3,True,False,page3-35.svg,Rg4RBaXjsKeam5NDC,['arrow pointing up'],3,[''],1,4,2,page3-35.svg
3887,3,0.777777777777778,low,7,True,False,page5-145.svg,nA4h7uAzk8zYv7sbc,['bird'],1,[''],1,2,2,page5-145.svg
3888,4,0.883333333333333,high,6,True,False,page7-45.svg,vANJagD7tYryezsfj,['triangles facing left up and right with 4th shape at the bottom'],12,[''],1,13,2,page7-45.svg
3889,3,0.985185185185185,high,5,True,False,page1-73.svg,3L7pCoyNJM5hRnz9G,['jar or vase'],3,[''],1,4,2,page1-73.svg
3890,2,0.977777777777778,high,4,True,False,page4-166.svg,Bn9MEh9Dku6N4h944,['A folded piece of paper or ribbon'],7,[''],1,8,2,page4-166.svg
3891,2,0.862962962962963,high,6,True,False,page5-244.svg,4G3E28ZBsfpvKeq75,['Looks like someone extending their right leg out'],8,[''],1,9,2,page5-244.svg
3892,2,0.941666666666667,high,2,True,False,page4-169.svg,fKvArAtnu3mpJehJv,['pointy tshirt'],2,[''],1,3,2,page4-169.svg
3893,1,0.983333333333333,high,12,True,False,page7-96.svg,4G3E28ZBsfpvKeq75,['looks like  a square with two legs pointing out in different directions'],13,[''],1,14,2,page7-96.svg
3894,3,0.928888888888889,high,3,True,False,page3-54.svg,wwJwxrnDZQYWeJmMP,['castle'],1,[''],1,2,2,page3-54.svg
3895,2,1.0,high,2,True,False,page2-133.svg,eGbuzD7obJMw2QeJG,['shovel'],1,[''],1,2,2,page2-133.svg
3896,0,0.977777777777778,high,6,True,False,page7-17.svg,eMo6TEfxyJ6wjC63Z,['looks like a side profile of someones face minus the nose long chin'],13,[''],1,14,2,page7-17.svg
3897,2,1.0,high,5,True,False,page3-66.svg,z7aJn7tHDMNpNtMNH,['knife'],1,[''],1,2,2,page3-66.svg
3898,1,0.911111111111111,high,5,True,False,page2-174.svg,FXAKzduwyZunovt76,['A diamond on top of a pointed rectangle'],8,[''],1,9,2,page2-174.svg
3899,3,0.993518518518519,high,3,True,False,page5-63.svg,AJeR4M8XggMLd6gDT,['rhombus pyramid'],2,[''],1,3,2,page5-63.svg
3900,2,0.905555555555556,high,3,True,False,page4-243.svg,BD6j9kZfZhc2Dz4gh,['creature with wings'],3,[''],1,4,2,page4-243.svg
3901,0,0.903703703703704,high,6,True,False,page4-140.svg,nBQixTvaWeN8mKaKE,['this looks like a teapot with the spout facing right'],10,[''],1,11,2,page4-140.svg
3902,4,0.977777777777778,high,1,True,False,page1-159.svg,fKvArAtnu3mpJehJv,['rotated squares'],2,[''],1,3,2,page1-159.svg
3903,4,0.718518518518519,low,4,True,True,page8-54.svg,89FoCcbCznvLPYnaf,['person praying to the left'],5,[''],1,6,2,page8-54.svg
3904,4,0.511111111111111,low,5,True,True,page5-84.svg,RC9AkCbhNcvT76Wm9,['horse with pointed legs looking right'],6,[''],1,7,2,page5-84.svg
3905,4,0.911851851851852,high,2,True,False,page9-29.svg,FXAKzduwyZunovt76,['a person holding a tray'],5,[''],1,6,2,page9-29.svg
3906,4,0.971851851851852,high,2,True,False,page4-237.svg,stAWNxMZ7fqfPMY3Q,['Bong'],1,[''],1,2,2,page4-237.svg
3907,0,0.955555555555556,high,9,True,False,page1-78.svg,ux4vmkRJhYp3YR5Xy,['looks like a road that splits off in two ways at the bottom'],13,[''],1,14,2,page1-78.svg
3908,2,0.990740740740741,high,3,True,False,page7-165.svg,fKvArAtnu3mpJehJv,['cylinder with square shifted right'],5,[''],1,6,2,page7-165.svg
3909,2,0.946296296296296,high,5,True,False,page3-20.svg,jJGPjD2pPRYatdRR7,['looks like a mask two triangles on bottom sides'],9,[''],1,10,2,page3-20.svg
3910,4,0.977777777777778,high,2,True,False,page9-7.svg,5zavZ7Wzuj8LSHeSM,['a bird flying'],3,[''],1,4,2,page9-7.svg
3911,1,0.516666666666667,low,9,True,False,page5-85.svg,Bn9MEh9Dku6N4h944,['a cat facing to the right'],6,[''],1,7,2,page5-85.svg
3912,4,0.992592592592593,high,5,True,False,page3-23.svg,rqACxDhvFcuybyxa8,['pick the large image with half a cross at the bottom'],11,[''],1,12,2,page3-23.svg
3913,3,0.938888888888889,high,14,True,False,page-K.svg,2ZnY22dPDKc2ByrNc,['the last one I didnt get'],6,[''],1,7,2,page-K.svg
3914,4,0.990740740740741,high,2,True,False,page5-220.svg,mRhZREao8NzN6BYE7,['trophy'],1,[''],1,2,2,page5-220.svg
3915,3,0.559259259259259,low,11,True,True,page6-160.svg,2utpqGdkdixrmqikR,['The fish facing to the left'],6,[''],1,7,2,page6-160.svg
3916,3,0.965277777777778,high,4,True,False,page3-193.svg,HQfR6YA7JXPhQfRkC,['skyrocket'],1,[''],1,2,2,page3-193.svg
3917,4,0.862962962962963,high,12,True,False,page5-244.svg,4G3E28ZBsfpvKeq75,['Looks like a person extending their right leg'],8,[''],1,9,2,page5-244.svg
3918,0,0.959259259259259,high,4,True,False,page1-178.svg,fKvArAtnu3mpJehJv,['an arrow pointing down and left'],6,[''],1,7,2,page1-178.svg
3919,3,0.977777777777778,high,3,True,False,page7-17.svg,zNpg8HsnaSnvMZYon,['a high heel boot facing left'],6,[''],1,7,2,page7-17.svg
3920,3,1.0,high,3,True,False,page8-156.svg,QuuR9NuW3SuwYAQvp,['letter K'],2,[''],1,3,2,page8-156.svg
3921,1,0.968181818181818,high,3,True,False,page1-114.svg,B5ziWAf3qGfwgGX6q,['bowl sitting on triangle'],4,[''],1,5,2,page1-114.svg
3922,2,0.838888888888889,low,4,True,False,page8-63.svg,B5ziWAf3qGfwgGX6q,['whale'],1,[''],1,2,2,page8-63.svg
3923,1,0.972222222222222,high,3,True,False,page4-141.svg,3YjD8Aj5JsDYXiwqG,['long rectangle with bit out at the top'],8,[''],1,9,2,page4-141.svg
3924,1,0.642592592592593,low,3,False,True,page3-120.svg,hSDF2WFEPAjfpyCtf,['dresser with points'],3,[''],1,4,2,page5-153.svg
3925,4,0.914417989417989,high,2,True,False,page6-80.svg,2utpqGdkdixrmqikR,['Boat on a ledge'],4,[''],1,5,2,page6-80.svg
3926,3,0.959259259259259,high,3,True,False,page7-244.svg,BD6j9kZfZhc2Dz4gh,['two mountains upside down'],4,[''],1,5,2,page7-244.svg
3927,2,0.844444444444444,low,5,True,False,page7-188.svg,z7aJn7tHDMNpNtMNH,['duck facing left'],3,[''],1,4,2,page7-188.svg
3928,3,0.925925925925926,high,10,True,False,page9-42.svg,nBQixTvaWeN8mKaKE,['an upside down water well'],5,[''],1,6,2,page9-42.svg
3929,3,0.92962962962963,high,11,False,False,page5-142.svg,NoLWyWLqaGWcTZmYs,['half diamond'],2,[''],1,3,2,page6-218.svg
3930,1,0.983333333333333,high,3,True,False,page4-248.svg,stAWNxMZ7fqfPMY3Q,['pants'],1,[''],1,2,2,page4-248.svg
3931,1,1.0,high,10,True,False,page7-191.svg,wrZAPHSfYu7MLFJYk,['Has a giant shape to the left and a triangle sticking out on the right'],15,[''],1,16,2,page7-191.svg
3932,0,0.937037037037037,high,15,False,False,page2-100.svg,3L7pCoyNJM5hRnz9G,['looks like a graduate holding his hat on his waist'],10,[''],1,11,2,page3-198.svg
3933,2,0.885185185185185,high,6,True,False,page8-190.svg,XSQXte7Rd8L9hwyFc,['castle chess piece tails goign bottom left'],7,[''],1,8,2,page8-190.svg
3934,0,0.751851851851852,low,6,True,True,page5-26.svg,eMo6TEfxyJ6wjC63Z,['a heart shape with point in the middle'],8,[''],1,9,2,page5-26.svg
3935,3,0.661111111111111,low,4,True,False,page1-185.svg,RC9AkCbhNcvT76Wm9,['diamond sitting on a triangle'],5,[''],1,6,2,page1-185.svg
3936,4,0.883333333333333,high,3,True,False,page6-16.svg,5zavZ7Wzuj8LSHeSM,['a tool for drilling'],4,[''],1,5,2,page6-16.svg
3937,2,0.905555555555556,high,3,True,False,page4-201.svg,CntAjuZvvoGu7SPQY,['shape is almost a vertical line'],6,[''],1,7,2,page4-201.svg
3938,2,0.955555555555556,high,2,True,False,page7-137.svg,3YjD8Aj5JsDYXiwqG,['F'],1,[''],1,2,2,page7-137.svg
3939,3,0.990740740740741,high,2,True,False,page7-251.svg,B5ziWAf3qGfwgGX6q,['dragon'],1,[''],1,2,2,page7-251.svg
3940,3,0.666666666666667,low,4,True,True,page8-215.svg,wwJwxrnDZQYWeJmMP,['almost the shape of an S'],6,[''],1,7,2,page8-215.svg
3941,4,0.981481481481482,high,2,True,False,page7-245.svg,jJGPjD2pPRYatdRR7,['C shape'],2,[''],1,3,2,page7-245.svg
3942,0,0.959259259259259,high,8,True,False,page5-57.svg,zNpg8HsnaSnvMZYon,['Its a mountain range 3 mountains The middle one is flat and the other 2 are pointed The right one is the tallest'],23,[''],1,24,2,page5-57.svg
3943,1,0.961111111111111,high,10,True,False,page3-95.svg,ux4vmkRJhYp3YR5Xy,['looks like a block right side is square left side is jagged'],12,[''],1,13,2,page3-95.svg
3944,1,0.939814814814815,high,1,True,False,page3-71.svg,AJeR4M8XggMLd6gDT,['Its the boat again'],4,[''],1,5,2,page3-71.svg
3945,0,0.869444444444445,high,16,True,False,page6-173.svg,2utpqGdkdixrmqikR,['Leaning man walking towards the right'],6,[''],1,7,2,page6-173.svg
3946,0,0.593518518518519,low,4,True,True,page7-15.svg,RC9AkCbhNcvT76Wm9,['mountains'],1,[''],1,2,2,page7-15.svg
3947,1,0.983333333333333,high,16,True,False,page8-188.svg,4G3E28ZBsfpvKeq75,['this looks like a rectangle with a triangle at the bottom'],11,[''],1,12,2,page8-188.svg
3948,3,0.738888888888889,low,7,True,True,page3-207.svg,Bn9MEh9Dku6N4h944,['a man walking to left'],5,[''],1,6,2,page3-207.svg
3949,3,0.961111111111111,high,5,True,False,page3-95.svg,RwBE2er5sGcgxnt66,['rectangle with right slant'],4,[''],1,5,2,page3-95.svg
3950,1,0.916666666666667,high,2,True,False,page3-170.svg,6xYme5HCqaBW3ufMG,['a tree'],2,[''],1,3,2,page3-170.svg
3951,2,0.933333333333333,high,5,True,False,page8-8.svg,RwBE2er5sGcgxnt66,['I said it looks like a snake facing the right you described it as a dog ear pointing to the right'],21,[''],1,22,2,page8-8.svg
3952,0,0.791666666666667,low,8,True,False,page3-56.svg,cQWfj3seYMSTHbiZe,['a tall structure that has a box on the top and two points to the bottom'],16,[''],1,17,2,page3-56.svg
3953,2,0.883333333333333,high,5,True,False,page6-16.svg,4G3E28ZBsfpvKeq75,['This one looks like a tie Also kind of like a light bulb'],13,[''],1,14,2,page6-16.svg
3954,3,0.985185185185185,high,2,True,False,page4-118.svg,FXAKzduwyZunovt76,['triangle above the chalice stand'],5,[''],1,6,2,page4-118.svg
3955,2,0.57962962962963,low,3,True,False,page1-107.svg,6xYme5HCqaBW3ufMG,['a vase'],2,[''],1,3,2,page1-107.svg
3956,0,0.983333333333333,high,5,True,False,page7-102.svg,nA4h7uAzk8zYv7sbc,['a tree shape'],3,[''],1,4,2,page7-102.svg
3957,1,0.672222222222222,low,5,False,False,page3-207.svg,2ZnY22dPDKc2ByrNc,['a man kicking up his heels in joy'],8,[''],1,9,2,page5-174.svg
3958,0,0.891666666666667,high,5,True,False,page1-142.svg,fKvArAtnu3mpJehJv,['some kind of factory or warehouse building with a wide open doorway the roof has two peaks'],17,[''],1,18,2,page1-142.svg
3959,3,0.933333333333333,high,4,True,False,page5-122.svg,4G3E28ZBsfpvKeq75,['a triangle with two arms poking out to the sky'],10,[''],1,11,2,page5-122.svg
3960,1,0.914417989417989,high,4,True,False,page6-80.svg,2utpqGdkdixrmqikR,['The boat on a ledge'],5,[''],1,6,2,page6-80.svg
3961,1,0.946296296296296,high,6,True,False,page3-20.svg,8q9BzwSiFsxFz6GZD,['a mask with two ears pointing out and a square in the middle'],13,[''],1,14,2,page3-20.svg
