game_id,configuration_file,round_id,trial_index,block,target,snd_value,snd_class,chat_mode,speaker_id,listener_id,context,phase,description,time_to_message,sec_until_click,response,correct,context_id
G129,ref2_pilot5_binned_threads_116_phase1.json,,12,,page4-244.svg,0.3777777777777778,low,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,"pointed left, two legs, looks like dinosuar",31,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,13,,page5-45.svg,1.0,high,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,"pointed up blank square in middle,",34,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,14,,page8-38.svg,0.5777777777777778,low,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,pointed up with triangle missing,18,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,15,,page8-63.svg,0.8388888888888889,low,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,"looks like a fish, going left, pointed front",27,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,16,,page8-58.svg,0.7259259259259259,low,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,man walking right,14,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,17,,page7-70.svg,0.9907407407407408,high,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,"pointed left kind looks like legs and up as well, sharp points",34,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,18,,page9-31.svg,0.9685185185185186,high,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,looks like a rocket or treehouse,12,,,,116
G129,ref2_pilot5_binned_threads_116_phase1.json,,19,,page6-164.svg,0.8962962962962961,high,,140,,"['page7-127.svg', 'page6-202.svg', 'page4-244.svg', 'page5-45.svg', 'page8-38.svg', 'page8-63.svg', 'page8-58.svg', 'page7-70.svg', 'page9-31.svg', 'page6-164.svg']",1,"one triangle shape on the bottom, pointed right",34,,,,116
G149,ref2_pilot5_binned_threads_135_phase1.json,,0,,page8-169.svg,1.0,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,quarter moon,19,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,1,,page3-180.svg,0.9333333333333332,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,crossed swords,8,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,2,,page8-21.svg,0.5000000000000001,low,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,rooster,11,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,3,,page4-16.svg,0.8407407407407407,low,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,person walking to the left,15,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,4,,page1-34.svg,1.0,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,like a vase,11,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,5,,page4-66.svg,0.9666666666666668,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,person skiiing,12,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,6,,page7-73.svg,0.6,low,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,fish swimming,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,7,,page4-157.svg,0.9642857142857144,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,square rocket,15,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,8,,page8-236.svg,0.8925925925925926,high,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,goose,4,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,9,,page4-156.svg,0.8444444444444447,low,,135,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,knife,3,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,10,,page4-215.svg,0.937037037037037,high,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,lemon juicer,22,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,11,,page6-160.svg,0.5592592592592593,low,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,arrow,10,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,12,,page8-21.svg,0.5000000000000001,low,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,rooster,14,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,13,,page6-172.svg,0.7,low,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,man draggin club,12,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,14,,page4-214.svg,0.977777777777778,high,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,tap,5,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,15,,page7-245.svg,0.9814814814814816,high,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,looks like a drive thru machine,30,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,16,,page6-121.svg,1.0,high,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,knife,3,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,17,,page6-149.svg,0.9583333333333334,high,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,square scissors,25,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,18,,page8-215.svg,0.6666666666666667,low,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,upside down phone,8,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,19,,page4-11.svg,0.738888888888889,low,,135,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,buddah,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,0,,page8-169.svg,1.0,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Capital C,14,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,1,,page3-180.svg,0.9333333333333332,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Cross swords,7,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,2,,page8-21.svg,0.5000000000000001,low,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Rooster,9,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,3,,page4-16.svg,0.8407407407407407,low,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Person walking left,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,4,,page1-34.svg,1.0,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Heart on a triangle,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,5,,page4-66.svg,0.9666666666666668,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,person in zen pose,22,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,6,,page7-73.svg,0.6,low,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,whale,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,7,,page4-157.svg,0.9642857142857144,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,square with triangle on top,20,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,8,,page8-236.svg,0.8925925925925926,high,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Duck looking down,8,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,9,,page4-156.svg,0.8444444444444447,low,,11,,"['page8-169.svg', 'page3-180.svg', 'page8-21.svg', 'page4-16.svg', 'page1-34.svg', 'page4-66.svg', 'page7-73.svg', 'page4-157.svg', 'page8-236.svg', 'page4-156.svg']",1,Knife pointing right,24,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,10,,page4-215.svg,0.937037037037037,high,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,Crown,6,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,11,,page6-160.svg,0.5592592592592593,low,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,big mouth opening right,9,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,12,,page8-21.svg,0.5000000000000001,low,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,Rooster,3,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,13,,page6-172.svg,0.7,low,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,Jumping animal,8,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,14,,page4-214.svg,0.977777777777778,high,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,door handle pointing down,9,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,15,,page7-245.svg,0.9814814814814816,high,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,kneeling down facing right,22,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,16,,page6-121.svg,1.0,high,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,knife pointing right,8,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,17,,page6-149.svg,0.9583333333333334,high,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,elephant,4,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,18,,page8-215.svg,0.6666666666666667,low,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,line vertical with right point,15,,,,135
G149,ref2_pilot5_binned_threads_135_phase1.json,,19,,page4-11.svg,0.738888888888889,low,,11,,"['page4-215.svg', 'page6-160.svg', 'page8-21.svg', 'page6-172.svg', 'page4-214.svg', 'page7-245.svg', 'page6-121.svg', 'page6-149.svg', 'page8-215.svg', 'page4-11.svg']",1,duck sliding uphill,10,,,,135
G105,ref2_pilot5_binned_threads_117_phase1.json,,0,,page3-70.svg,1.0,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the long one that doesnt have an arrow,13,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,1,,page4-157.svg,0.9642857142857144,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,triangle on top of a square that has a chunck removed,35,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,2,,page1-157.svg,0.9333333333333332,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,looks like a bird with wings,10,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,3,,page5-99.svg,0.861111111111111,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,looks like a fallen tree,6,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,4,,page4-5.svg,0.6916666666666667,low,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,person walking with leg up,10,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,5,,page2-166.svg,0.977777777777778,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,two trinalges on the bottom heart shape on top,22,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,6,,page2-79.svg,0.9222222222222222,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,trapezoid with square pointing out,35,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,7,,page1-90.svg,0.7888888888888888,low,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,arrow,2,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,8,,page1-34.svg,1.0,high,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,heart on top of a trapezoid,27,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,9,,page5-248.svg,0.8111111111111112,low,,15,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,house tringle on top of a square,8,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,10,,page5-99.svg,0.861111111111111,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,fallen tree,5,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,11,,page2-131.svg,0.5333333333333334,low,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,looks like a hammer with a triangle sticking out,7,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,12,,page6-122.svg,0.5666666666666667,low,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,looks like a hose with a chimney,5,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,13,,page9-13.svg,0.8812169312169311,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,letter K,3,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,14,,page8-189.svg,0.95,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,dog on its hind legs,9,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,15,,page3-207.svg,0.7388888888888889,low,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,person with back leg up in air,6,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,16,,page6-13.svg,0.977777777777778,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,traingle iwth square on top and straw on the bottom,33,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,17,,page6-149.svg,0.9583333333333334,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,two tiriangles with a ribbon on the bottom,23,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,18,,page6-115.svg,0.9916666666666666,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,two of the same shapes stack on each other 4 points,14,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,19,,page4-215.svg,0.937037037037037,high,,15,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,rectganle with trinagle pointing out on top,15,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,0,,page3-70.svg,1.0,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,image looks like a bed,25,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,1,,page4-157.svg,0.9642857142857144,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,image has two pointy angles with a triangle at the top,19,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,2,,page1-157.svg,0.9333333333333332,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like a hoodie,10,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,3,,page5-99.svg,0.861111111111111,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like a dog barking,9,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,4,,page4-5.svg,0.6916666666666667,low,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like a person walking to the left,10,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,5,,page2-166.svg,0.977777777777778,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image has part of an x at the top and a house in between two triangles on the bottoms,33,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,6,,page2-79.svg,0.9222222222222222,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like teapot kettle,21,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,7,,page1-90.svg,0.7888888888888888,low,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image is an arrow facing up (north),13,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,8,,page1-34.svg,1.0,high,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like a heart with a hexagon base,22,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,9,,page5-248.svg,0.8111111111111112,low,,114,,"['page3-70.svg', 'page4-157.svg', 'page1-157.svg', 'page5-99.svg', 'page4-5.svg', 'page2-166.svg', 'page2-79.svg', 'page1-90.svg', 'page1-34.svg', 'page5-248.svg']",1,the image looks like a house (the larger house of the images),16,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,10,,page5-99.svg,0.861111111111111,high,,114,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,the image looks like a dog barking,8,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,11,,page2-131.svg,0.5333333333333334,low,,114,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,the image looks like the letter T,10,,,,117
G105,ref2_pilot5_binned_threads_117_phase1.json,,12,,page6-122.svg,0.5666666666666667,low,,114,,"['page5-99.svg', 'page2-131.svg', 'page6-122.svg', 'page9-13.svg', 'page8-189.svg', 'page3-207.svg', 'page6-13.svg', 'page6-149.svg', 'page6-115.svg', 'page4-215.svg']",1,this image is a house with a chimney (the chimney is on the left side of the house),27,,,,117
