file	column	before	after
analyses/data/pre_post.csv	p2_description	distorted w extra rectangle right 	distorted w extra rectangle right
analyses/data/pre_post.csv	p2_description	jagged stick right  saw	jagged stick right saw
analyses/data/pre_post.csv	p2_description	oh god spiky point pretty flat	god spiky point pretty flat
analyses/data/pre_post.csv	p2_description	finger curl  object hook	finger curl object hook
analyses/data/pre_post.csv	p2_description	blunt stealth bomber  nice meet	blunt stealth bomber nice meet
analyses/data/pre_post.csv	p2_description	 drilling tool flat	drilling tool flat
analyses/data/pre_post.csv	p2_description	crange leg complete rectangle body diagonal line extend right triangle pointitng  leave	crange leg complete rectangle body diagonal line extend right triangle pointitng leave
analyses/data/pre_post.csv	p2_description	rectangle factory  chimney point north north east	rectangle factory chimney point north north east
analyses/data/pre_post.csv	p2_description	whale surface face right  kind boat	whale surface face right kind boat
analyses/data/pre_post.csv	p2_description	woman lay triangle breast head 2 triangle facin	
analyses/data/pre_post.csv	p2_description	look kind person lay toe point triangle breast head 2 triangle	
analyses/data/pre_post.csv	p2_description	symmetrical square middle triangle  totally flat way	symmetrical square middle triangle totally flat way
analyses/data/pre_post.csv	p2_description	 skinny house chimney white rectangular tilt sticker	skinny house chimney white rectangular tilt sticker
analyses/data/shepard_pairs.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs.csv	phase2_text	small triangle into big triangle gg	small triangle into big triangle
analyses/data/shepard_pairs.csv	phase2_text	small triangle into big triangle gg	small triangle into big triangle
analyses/data/shepard_pairs.csv	phase2_text	gg capitol g	capitol g
analyses/data/shepard_pairs.csv	phase2_text	gg capitol g	capitol g
analyses/data/shepard_pairs.csv	phase2_text	elephant :)	elephant
analyses/data/shepard_pairs.csv	phase2_text	elephant :)	elephant
analyses/data/shepard_pairs.csv	phase2_text	giraffe :)	giraffe
analyses/data/shepard_pairs.csv	phase2_text	giraffe :)	giraffe
analyses/data/shepard_pairs.csv	phase2_text	a stop sign with wave pole no worries	a stop sign with wave pole
analyses/data/shepard_pairs.csv	phase2_text	a stop sign with wave pole no worries	a stop sign with wave pole
analyses/data/shepard_pairs.csv	phase2_text	table with triangle under ?	table with triangle under
analyses/data/shepard_pairs.csv	phase2_text	table with triangle under ?	table with triangle under
analyses/data/shepard_pairs.csv	phase2_text	man pray - point left ?	man pray - point left
analyses/data/shepard_pairs.csv	phase2_text	man pray - point left ?	man pray - point left
analyses/data/shepard_pairs.csv	phase2_text	so slow capital j with square in the middle stuck?	capital j with square in the middle stuck?
analyses/data/shepard_pairs.csv	phase2_text	so slow capital j with square in the middle stuck?	capital j with square in the middle stuck?
analyses/data/shepard_pairs.csv	phase2_text	finger again too easy	finger again
analyses/data/shepard_pairs.csv	phase2_text	finger again too easy	finger again
analyses/data/shepard_pairs.csv	phase2_text	tree no stem good description	tree no stem
analyses/data/shepard_pairs.csv	phase2_text	tree no stem good description	tree no stem
analyses/data/shepard_pairs.csv	phase2_text	cake again lol	cake again
analyses/data/shepard_pairs.csv	phase2_text	cake again lol	cake again
analyses/data/shepard_pairs.csv	phase2_text	the same, that doesn't anything :) with a w on the bottom	the same, that doesn't anything with a w on the bottom
analyses/data/shepard_pairs.csv	phase2_text	the same, that doesn't anything :) with a w on the bottom	the same, that doesn't anything with a w on the bottom
analyses/data/shepard_pairs.csv	phase2_text	the roaster with a square on its head this was fun	the roaster with a square on its head
analyses/data/shepard_pairs.csv	phase2_text	the roaster with a square on its head this was fun	the roaster with a square on its head
analyses/data/shepard_pairs.csv	phase2_text	the frying pan with the handle on the right .	the frying pan with the handle on the right
analyses/data/shepard_pairs.csv	phase2_text	the frying pan with the handle on the right .	the frying pan with the handle on the right
analyses/data/shepard_pairs.csv	phase2_text	the one with the pointy triangles on top! getting easier now	the one with the pointy triangles on top!
analyses/data/shepard_pairs.csv	phase2_text	the one with the pointy triangles on top! getting easier now	the one with the pointy triangles on top!
analyses/data/shepard_pairs.csv	phase2_text	hmm, wheres my broomstick. flyin left	wheres my broomstick flyin left
analyses/data/shepard_pairs.csv	phase2_text	hmm, wheres my broomstick. flyin left	wheres my broomstick flyin left
analyses/data/shepard_pairs.csv	phase2_text	weird leaf, the one we both get stuck on ahahah	weird leaf the one we both get stuck on
analyses/data/shepard_pairs.csv	phase2_text	weird leaf, the one we both get stuck on ahahah	weird leaf the one we both get stuck on
analyses/data/shepard_pairs.csv	phase2_text	goose my bad	goose
analyses/data/shepard_pairs.csv	phase2_text	goose my bad	goose
analyses/data/shepard_pairs.csv	phase2_text	capital letter !	capital letter
analyses/data/shepard_pairs.csv	phase2_text	capital letter !	capital letter
analyses/data/shepard_pairs.csv	phase2_text	bowl :)	bowl
analyses/data/shepard_pairs.csv	phase2_text	bowl :)	bowl
analyses/data/shepard_pairs.csv	phase2_text	spatula time :o	spatula time
analyses/data/shepard_pairs.csv	phase2_text	spatula time :o	spatula time
analyses/data/shepard_pairs.csv	phase2_text	bolded arrow :d	bolded arrow
analyses/data/shepard_pairs.csv	phase2_text	bolded arrow :d	bolded arrow
analyses/data/shepard_pairs.csv	phase2_text	not sure i believe you haha... factory with pointy roof :) perfect score!	factory with pointy roof
analyses/data/shepard_pairs.csv	phase2_text	not sure i believe you haha... factory with pointy roof :) perfect score!	factory with pointy roof
analyses/data/shepard_pairs.csv	phase2_text	all good a tent with a small bucket on top tent with a small opening at the bottom	a tent with a small bucket on top tent with a small opening at the bottom
analyses/data/shepard_pairs.csv	phase2_text	all good a tent with a small bucket on top tent with a small opening at the bottom	a tent with a small bucket on top tent with a small opening at the bottom
analyses/data/shepard_pairs.csv	phase2_text	pick the long necked animal facing left.. are you really playing now ?	pick the long necked animal facing left.. are you really playing now
analyses/data/shepard_pairs.csv	phase2_text	pick the long necked animal facing left.. are you really playing now ?	pick the long necked animal facing left.. are you really playing now
analyses/data/shepard_pairs.csv	phase2_text	my bad castle	castle
analyses/data/shepard_pairs.csv	phase2_text	my bad castle	castle
analyses/data/shepard_pairs.csv	phase2_text	"just wanted to say good job this one is the letter ""c"""	this one is the letter c
analyses/data/shepard_pairs.csv	phase2_text	"just wanted to say good job this one is the letter ""c"""	this one is the letter c
analyses/data/shepard_pairs.csv	phase2_text	chicken thing lol	chicken thing
analyses/data/shepard_pairs.csv	phase2_text	chicken thing lol	chicken thing
analyses/data/shepard_pairs.csv	phase2_text	cat head :_ :)	cat head
analyses/data/shepard_pairs.csv	phase2_text	cat head :_ :)	cat head
analyses/data/shepard_pairs.csv	phase2_text	haha yes, fox wouldve been a better way to see that oh shoot didnt realize i was speaker two triangles pointing right, left side flat	two triangles pointing right, left side flat
analyses/data/shepard_pairs.csv	phase2_text	haha yes, fox wouldve been a better way to see that oh shoot didnt realize i was speaker two triangles pointing right, left side flat	two triangles pointing right, left side flat
analyses/data/shepard_pairs.csv	phase3_text	a crown ?	a crown
analyses/data/shepard_pairs.csv	phase3_text	a crown ?	a crown
analyses/data/shepard_pairs.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs.csv	phase3_text	"question mark without the ""."""	question mark without the
analyses/data/shepard_pairs.csv	phase3_text	it's either an elephant's head looking to the right... or a flaccid phallic image from a side view	
analyses/data/shepard_pairs.csv	phase3_text	blunt stealth bomber  nice to meet you	blunt stealth bomber
analyses/data/shepard_pairs.csv	phase3_text	blunt stealth bomber  nice to meet you	blunt stealth bomber
analyses/data/shepard_pairs.csv	phase3_text	number 7 !	number 7
analyses/data/shepard_pairs_pixsim.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs_pixsim.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs_pixsim.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs_pixsim.csv	phase2_text	ding dong out	
analyses/data/shepard_pairs_pixsim.csv	phase2_text	small triangle into big triangle gg	small triangle into big triangle
analyses/data/shepard_pairs_pixsim.csv	phase2_text	small triangle into big triangle gg	small triangle into big triangle
analyses/data/shepard_pairs_pixsim.csv	phase2_text	gg capitol g	capitol g
analyses/data/shepard_pairs_pixsim.csv	phase2_text	gg capitol g	capitol g
analyses/data/shepard_pairs_pixsim.csv	phase2_text	elephant :)	elephant
analyses/data/shepard_pairs_pixsim.csv	phase2_text	elephant :)	elephant
analyses/data/shepard_pairs_pixsim.csv	phase2_text	giraffe :)	giraffe
analyses/data/shepard_pairs_pixsim.csv	phase2_text	giraffe :)	giraffe
analyses/data/shepard_pairs_pixsim.csv	phase2_text	a stop sign with wave pole no worries	a stop sign with wave pole
analyses/data/shepard_pairs_pixsim.csv	phase2_text	a stop sign with wave pole no worries	a stop sign with wave pole
analyses/data/shepard_pairs_pixsim.csv	phase2_text	table with triangle under ?	table with triangle under
analyses/data/shepard_pairs_pixsim.csv	phase2_text	table with triangle under ?	table with triangle under
analyses/data/shepard_pairs_pixsim.csv	phase2_text	man pray - point left ?	man pray - point left
analyses/data/shepard_pairs_pixsim.csv	phase2_text	man pray - point left ?	man pray - point left
analyses/data/shepard_pairs_pixsim.csv	phase2_text	so slow capital j with square in the middle stuck?	capital j with square in the middle stuck?
analyses/data/shepard_pairs_pixsim.csv	phase2_text	so slow capital j with square in the middle stuck?	capital j with square in the middle stuck?
analyses/data/shepard_pairs_pixsim.csv	phase2_text	finger again too easy	finger again
analyses/data/shepard_pairs_pixsim.csv	phase2_text	finger again too easy	finger again
analyses/data/shepard_pairs_pixsim.csv	phase2_text	tree no stem good description	tree no stem
analyses/data/shepard_pairs_pixsim.csv	phase2_text	tree no stem good description	tree no stem
analyses/data/shepard_pairs_pixsim.csv	phase2_text	cake again lol	cake again
analyses/data/shepard_pairs_pixsim.csv	phase2_text	cake again lol	cake again
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the same, that doesn't anything :) with a w on the bottom	the same, that doesn't anything with a w on the bottom
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the same, that doesn't anything :) with a w on the bottom	the same, that doesn't anything with a w on the bottom
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the roaster with a square on its head this was fun	the roaster with a square on its head
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the roaster with a square on its head this was fun	the roaster with a square on its head
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the frying pan with the handle on the right .	the frying pan with the handle on the right
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the frying pan with the handle on the right .	the frying pan with the handle on the right
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the one with the pointy triangles on top! getting easier now	the one with the pointy triangles on top!
analyses/data/shepard_pairs_pixsim.csv	phase2_text	the one with the pointy triangles on top! getting easier now	the one with the pointy triangles on top!
analyses/data/shepard_pairs_pixsim.csv	phase2_text	hmm, wheres my broomstick. flyin left	wheres my broomstick flyin left
analyses/data/shepard_pairs_pixsim.csv	phase2_text	hmm, wheres my broomstick. flyin left	wheres my broomstick flyin left
analyses/data/shepard_pairs_pixsim.csv	phase2_text	weird leaf, the one we both get stuck on ahahah	weird leaf the one we both get stuck on
analyses/data/shepard_pairs_pixsim.csv	phase2_text	weird leaf, the one we both get stuck on ahahah	weird leaf the one we both get stuck on
analyses/data/shepard_pairs_pixsim.csv	phase2_text	goose my bad	goose
analyses/data/shepard_pairs_pixsim.csv	phase2_text	goose my bad	goose
analyses/data/shepard_pairs_pixsim.csv	phase2_text	capital letter !	capital letter
analyses/data/shepard_pairs_pixsim.csv	phase2_text	capital letter !	capital letter
analyses/data/shepard_pairs_pixsim.csv	phase2_text	bowl :)	bowl
analyses/data/shepard_pairs_pixsim.csv	phase2_text	bowl :)	bowl
analyses/data/shepard_pairs_pixsim.csv	phase2_text	spatula time :o	spatula time
analyses/data/shepard_pairs_pixsim.csv	phase2_text	spatula time :o	spatula time
analyses/data/shepard_pairs_pixsim.csv	phase2_text	bolded arrow :d	bolded arrow
analyses/data/shepard_pairs_pixsim.csv	phase2_text	bolded arrow :d	bolded arrow
analyses/data/shepard_pairs_pixsim.csv	phase2_text	not sure i believe you haha... factory with pointy roof :) perfect score!	factory with pointy roof
analyses/data/shepard_pairs_pixsim.csv	phase2_text	not sure i believe you haha... factory with pointy roof :) perfect score!	factory with pointy roof
analyses/data/shepard_pairs_pixsim.csv	phase2_text	all good a tent with a small bucket on top tent with a small opening at the bottom	a tent with a small bucket on top tent with a small opening at the bottom
analyses/data/shepard_pairs_pixsim.csv	phase2_text	all good a tent with a small bucket on top tent with a small opening at the bottom	a tent with a small bucket on top tent with a small opening at the bottom
analyses/data/shepard_pairs_pixsim.csv	phase2_text	pick the long necked animal facing left.. are you really playing now ?	pick the long necked animal facing left.. are you really playing now
analyses/data/shepard_pairs_pixsim.csv	phase2_text	pick the long necked animal facing left.. are you really playing now ?	pick the long necked animal facing left.. are you really playing now
analyses/data/shepard_pairs_pixsim.csv	phase2_text	my bad castle	castle
analyses/data/shepard_pairs_pixsim.csv	phase2_text	my bad castle	castle
analyses/data/shepard_pairs_pixsim.csv	phase2_text	"just wanted to say good job this one is the letter ""c"""	this one is the letter c
analyses/data/shepard_pairs_pixsim.csv	phase2_text	"just wanted to say good job this one is the letter ""c"""	this one is the letter c
analyses/data/shepard_pairs_pixsim.csv	phase2_text	chicken thing lol	chicken thing
analyses/data/shepard_pairs_pixsim.csv	phase2_text	chicken thing lol	chicken thing
analyses/data/shepard_pairs_pixsim.csv	phase2_text	cat head :_ :)	cat head
analyses/data/shepard_pairs_pixsim.csv	phase2_text	cat head :_ :)	cat head
analyses/data/shepard_pairs_pixsim.csv	phase2_text	haha yes, fox wouldve been a better way to see that oh shoot didnt realize i was speaker two triangles pointing right, left side flat	two triangles pointing right, left side flat
analyses/data/shepard_pairs_pixsim.csv	phase2_text	haha yes, fox wouldve been a better way to see that oh shoot didnt realize i was speaker two triangles pointing right, left side flat	two triangles pointing right, left side flat
analyses/data/shepard_pairs_pixsim.csv	phase3_text	a crown ?	a crown
analyses/data/shepard_pairs_pixsim.csv	phase3_text	a crown ?	a crown
analyses/data/shepard_pairs_pixsim.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs_pixsim.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs_pixsim.csv	phase3_text	a person standing or a small letter i or a candle take your pick :)	a person standing or a small letter i or a candle take your pick
analyses/data/shepard_pairs_pixsim.csv	phase3_text	"question mark without the ""."""	question mark without the
analyses/data/shepard_pairs_pixsim.csv	phase3_text	it's either an elephant's head looking to the right... or a flaccid phallic image from a side view	
analyses/data/shepard_pairs_pixsim.csv	phase3_text	blunt stealth bomber  nice to meet you	blunt stealth bomber
analyses/data/shepard_pairs_pixsim.csv	phase3_text	blunt stealth bomber  nice to meet you	blunt stealth bomber
analyses/data/shepard_pairs_pixsim.csv	phase3_text	number 7 !	number 7
analyses/data/voting_text_embed_similarity.csv	ori_pre	a tap | crocadile jaw or beak pointing  to the right	a tap | crocadile jaw or beak pointing to the right
analyses/data/voting_text_embed_similarity.csv	ori_pre	 a cooked chicken with only 2 legs instead of 4 | space plane	a cooked chicken with only 2 legs instead of 4 | space plane
analyses/data/voting_text_embed_similarity.csv	ori_pre	letter f with  triangle at the bottom | a fat f	letter f with triangle at the bottom | a fat f
analyses/data/voting_text_embed_similarity.csv	ori_pre	nearly rectangle  with a square and tringle on bottom | looks a bit a dildo	nearly rectangle with a square and tringle on bottom | 
analyses/data/voting_text_embed_similarity.csv	ori_pre	sitting facing left with legs out front  and straight head | someone leaning against a table.	sitting facing left with legs out front and straight head | someone leaning against a table.
analyses/data/voting_text_embed_similarity.csv	ori_pre	the letter n | house with one large triangle on top left and small  one on right over sq	the letter n | house with one large triangle on top left and small one on right over sq
analyses/data/voting_text_embed_similarity.csv	ori_pre	scale balance | penis hanging down!	scale balance | 
analyses/data/voting_text_embed_similarity.csv	ori_pre	a boat with a high wall to the left and a triangle on top of  a square pointing upwards | a boat with a huge arrow in the middle facing straight up	a boat with a high wall to the left and a triangle on top of a square pointing upwards | a boat with a huge arrow in the middle facing straight up
analyses/data/voting_text_embed_similarity.csv	ori_pre	"snake | question mark without the ""."""	snake | question mark without the
analyses/data/voting_text_embed_similarity.csv	ori_pre	hello, it kind of looks a bit a cactus | a cactus shape, or a crystal	it kind of looks a bit a cactus | a cactus shape, or a crystal
analyses/data/voting_text_embed_similarity.csv	ori_pre	it has a square on top  with a long square d | tower	it has a square on top with a long square d | tower
analyses/data/voting_text_embed_similarity.csv	ori_pre	a person with his left foot up | a person launching into the air (to the right) and farting (lol)	a person with his left foot up | a person launching into the air (to the right) and farting
analyses/data/voting_text_embed_similarity.csv	ori_pre	looks a bit a w | a bit some kind of wierd bird.  lots of triangles coming of the main body of it	looks a bit a w | a bit some kind of wierd bird. lots of triangles coming of the main body of it
analyses/data/voting_text_embed_similarity.csv	ori_pre	wheel barrow  2 squares at the bottom | a mouse with square feet	wheel barrow 2 squares at the bottom | a mouse with square feet
analyses/data/voting_text_embed_similarity.csv	ori_pre	backward  - letter j | a flamingo upper body	backward - letter j | a flamingo upper body
analyses/data/voting_text_embed_similarity.csv	ori_pre	man praying | a person kneeling with arms out  at a right-angle	man praying | a person kneeling with arms out at a right-angle
analyses/data/voting_text_embed_similarity.csv	ori_pre	it looks a bit a water  pump, with a rectangle on right hand side. | a crane	it looks a bit a water pump, with a rectangle on right hand side. | a crane
analyses/data/voting_text_embed_similarity.csv	ori_pre	possibly a person knealing or a dripping tap.  a square diagonally i | a person with its arms out	possibly a person knealing or a dripping tap. a square diagonally i | a person with its arms out
analyses/data/voting_text_embed_similarity.csv	ori_pre	hi, a boat with an arrrow pointing upwards from the centre | a ship with an upward arrow	a boat with an arrrow pointing upwards from the centre | a ship with an upward arrow
analyses/data/voting_text_embed_similarity.csv	ori_pre	hi, please pick the image of a close up man with a hat on. | head facing the left	please pick the image of a close up man with a hat on. | head facing the left
analyses/data/voting_text_embed_similarity.csv	ori_pre	hi, please pick the image which a stick with a tail to it's right. | swan facing the right	please pick the image which a stick with a tail to it's right. | swan facing the right
analyses/data/voting_text_embed_similarity.csv	ori_pre	hi | cat	 | cat
analyses/data/voting_text_embed_similarity.csv	ori_pre	how do you do? | aperson with their right knee lifted facing to the left	 | aperson with their right knee lifted facing to the left
analyses/data/voting_text_embed_similarity.csv	ori_pre	a bird, wing sticking up vertically with a tail bottom left | finger curled  with an object on top a hook	a bird, wing sticking up vertically with a tail bottom left | finger curled with an object on top a hook
analyses/data/voting_text_embed_similarity.csv	ori_pre	hi | a house	 | a house
analyses/data/voting_text_embed_similarity.csv	ori_pre	a shape that an egg timer.  cone triangluar shape at top and bottom | goblet with a large triangle as the base.	a shape that an egg timer. cone triangluar shape at top and bottom | goblet with a large triangle as the base.
analyses/data/voting_text_embed_similarity.csv	ori_pre	hey there! | this a rectangle box with a singular point on top and 2 dips	 | this a rectangle box with a singular point on top and 2 dips
analyses/data/voting_text_embed_similarity.csv	ori_pre	the one that a person wearing  a tophat | a person on the ground leaning up	the one that a person wearing a tophat | a person on the ground leaning up
analyses/data/voting_text_embed_similarity.csv	ori_pre	a smoking pipe | a crange without legs (almost complete rectangle as body - diagonal line extending to right and triangle pointitng  to left)	a smoking pipe | a crange without legs (almost complete rectangle as body - diagonal line extending to right and triangle pointitng to left)
analyses/data/voting_text_embed_similarity.csv	ori_pre	a sleigh, or something you could ride on. | a woman laying on her back. you can see her triangle breasts. something is on her head that is 2 triangles facin	a sleigh, or something you could ride on. | 
analyses/data/voting_text_embed_similarity.csv	ori_pre	mountains with shape on top | symmetrical with a square in the middle and two triangles on either side.  totally flat on the bottom all the way across	mountains with shape on top | symmetrical with a square in the middle and two triangles on either side. totally flat on the bottom all the way across
analyses/data/voting_text_embed_similarity.csv	ori_pre	tall part at top, triangles at the sides and bottom |  a very skinny house with a chimney and white rectangular, tilted sticker on it.	tall part at top, triangles at the sides and bottom | a very skinny house with a chimney and white rectangular, tilted sticker on it.
analyses/data/voting_text_embed_similarity.csv	ori_post	w shaped | bird flying upwards, wings spread, pointing triangle  balanced on bottom	w shaped | bird flying upwards, wings spread, pointing triangle balanced on bottom
analyses/data/voting_text_embed_similarity.csv	ori_post	man sitting | man pointing  west	man sitting | man pointing west
analyses/data/voting_text_embed_similarity.csv	ori_post	question mark with no dot | top of a question mark (or top of  hook)	question mark with no dot | top of a question mark (or top of hook)
analyses/data/voting_text_embed_similarity.csv	ori_post	a step  up a mountain | a ship	a step up a mountain | a ship
analyses/data/voting_text_embed_similarity.csv	ori_post	a turtles body.  or a cooked chicken with no head and only 2 legs. | a black bird without a head	a turtles body. or a cooked chicken with no head and only 2 legs. | a black bird without a head
analyses/data/voting_text_embed_similarity.csv	ori_post	the top of a house roof | a chevron road marking,   also a military stripe	the top of a house roof | a chevron road marking, also a military stripe
analyses/data/voting_text_embed_similarity.csv	ori_post	this is a horrible one to describe.  it is not symmetrical at all.   the bas has a triangle,   and lots of side turned triangles up, a rubbish treee | triangle on top with a bunch underneath	this is a horrible one to describe. it is not symmetrical at all. the bas has a triangle, and lots of side turned triangles up, a rubbish treee | triangle on top with a bunch underneath
analyses/data/voting_text_embed_similarity.csv	ori_post	from top of picture, a triangle sitting on a square.    then a slide going down to left hand side.   flick on the right | a man walking left	from top of picture, a triangle sitting on a square. then a slide going down to left hand side. flick on the right | a man walking left
analyses/data/voting_text_embed_similarity.csv	ori_post	an l or backward music note | lower case letter h,     funny square stuck at the top	an l or backward music note | lower case letter h, funny square stuck at the top
analyses/data/voting_text_embed_similarity.csv	ori_post	a table lamp.        traingle base   then a square, then a bigger square,   lamp shade at top | a cup or holy grail	a table lamp. traingle base then a square, then a bigger square, lamp shade at top | a cup or holy grail
analyses/data/voting_text_embed_similarity.csv	ori_post	asian hat ninja man | a mountain range or pyramids skyline,     2 point bits facing / sinking underground	asian hat ninja man | a mountain range or pyramids skyline, 2 point bits facing / sinking underground
analyses/data/voting_text_embed_similarity.csv	ori_post	a crown ? | a sea turtle swimming to the bottom of the ocean.	a crown | a sea turtle swimming to the bottom of the ocean.
analyses/data/voting_text_embed_similarity.csv	ori_post	square with two points left and right and a triangle on top | it's either an elephant's head looking to the right... or a flaccid phallic image from a side view	square with two points left and right and a triangle on top | 
analyses/data/voting_text_embed_similarity.csv	ori_post	a wine glass | penis hanging down!	a wine glass | 
analyses/data/voting_text_embed_similarity.csv	ori_post	kind of a chair,  on the top is a triangle the is off centered to the left just a bit | an elephant with a right angle trunk facing towards the right	kind of a chair, on the top is a triangle the is off centered to the left just a bit | an elephant with a right angle trunk facing towards the right
analyses/data/voting_text_embed_similarity.csv	ori_post	a backwards c shape, with an upside down boot on the top pointing to the right | a question mark '?'	a backwards c shape, with an upside down boot on the top pointing to the right | a question mark
analyses/data/voting_text_embed_similarity.csv	ori_post	a snake standing up   facing right | a funny looking torch facing right	a snake standing up facing right | a funny looking torch facing right
analyses/data/voting_text_embed_similarity.csv	ori_post	a long candle stick with a v shave in the end | a rooster / chickien  facing right	a long candle stick with a v shave in the end | a rooster / chickien facing right
analyses/data/voting_text_embed_similarity.csv	ori_post	upsidedown v | a house  with a white door	upsidedown v | a house with a white door
analyses/data/voting_text_embed_similarity.csv	ori_post	"snake | question mark without the ""."""	snake | question mark without the
analyses/data/voting_text_embed_similarity.csv	ori_post	a sword, or corn cob | a sword with  triangle handles.  long and tall	a sword, or corn cob | a sword with triangle handles. long and tall
analyses/data/voting_text_embed_similarity.csv	ori_post	two points up  bottom is two traingles | a tower with a cross in the middle of it	two points up bottom is two traingles | a tower with a cross in the middle of it
analyses/data/voting_text_embed_similarity.csv	ori_post	bird shape looking  left | an animal, maybe a bird, with two feet facing the right with its head bowed down	bird shape looking left | an animal, maybe a bird, with two feet facing the right with its head bowed down
analyses/data/voting_text_embed_similarity.csv	ori_post	man walking to the left | a man taking off to the right by farting (heh)	man walking to the left | a man taking off to the right by farting
analyses/data/voting_text_embed_similarity.csv	ori_post	great description last time!! i would have said legless!!!   this one is steps or stairs | the stairs ( good description on that last one btw!!)	i would have said legless!!! this one is steps or stairs | the stairs
analyses/data/voting_text_embed_similarity.csv	ori_post	yeah me too!!!  a bit a hook or a question mark...... | looks a bit a necktie	a bit a hook or a question mark...... | looks a bit a necktie
analyses/data/voting_text_embed_similarity.csv	ori_post	person sitting down with a big far belly | a person standing or a small letter i or a candle take your pick :)	person sitting down with a big far belly | a person standing or a small letter i or a candle take your pick
analyses/data/voting_text_embed_similarity.csv	ori_post	odd shape almost a w but not quite ( i lked the first part better) | its the one that nothing.  lots of wee triangles at the bottom of i!!!	odd shape almost a w but not quite ( i lked the first part better) | its the one that nothing. lots of wee triangles at the bottom of i!!!
analyses/data/voting_text_embed_similarity.csv	ori_post	square at the bottom leaning to the left | been great playing this with u!!  its a bird standing up loolking lrft	square at the bottom leaning to the left | its a bird standing up loolking lrft
analyses/data/voting_text_embed_similarity.csv	ori_post	a bit a p - has a hole in the middle | a bold letter d ( i've enjoyed you as my partner!)	a bit a p - has a hole in the middle | a bold letter d
analyses/data/voting_text_embed_similarity.csv	ori_post	microphone  square half way up | looks like. acandle stand	microphone square half way up | looks like. acandle stand
analyses/data/voting_text_embed_similarity.csv	ori_post	inverted t  wirh a base at rhe rop | t with rectangle in the base	inverted t wirh a base at rhe rop | t with rectangle in the base
analyses/data/voting_text_embed_similarity.csv	ori_post	 a 7 | a bit a thick bolt of lightning	a 7 | a bit a thick bolt of lightning
analyses/data/voting_text_embed_similarity.csv	ori_post	a y opposite  direction with a triangle ontop | capitol u	a y opposite direction with a triangle ontop | capitol u
analyses/data/voting_text_embed_similarity.csv	ori_post	double  leg | flat top with three points to the right and three points to the left	double leg | flat top with three points to the right and three points to the left
analyses/data/voting_text_embed_similarity.csv	ori_post	man kicking something - leg straight out | claw attached  to triangle	man kicking something - leg straight out | claw attached to triangle
analyses/data/voting_text_embed_similarity.csv	ori_post	tea kettle, spout facing the left | been dreading this one... a bit a spanner/wrench, or maybe a cartoon dinosaur facing left with its square mouth wide open	tea kettle, spout facing the left | a bit a spanner/wrench, or maybe a cartoon dinosaur facing left with its square mouth wide open
analyses/data/voting_text_embed_similarity.csv	ori_post	number 7 ! | number 7	number 7 | number 7
analyses/data/voting_text_embed_similarity.csv	ori_post	3  arrows overlapping | the vase with an object on top.	3 arrows overlapping | the vase with an object on top.
analyses/data/voting_text_embed_similarity.csv	ori_post	a heart shaped vase object | a castle with two grooves on the top where the roof is.  it isn't the regular house	a heart shaped vase object | a castle with two grooves on the top where the roof is. it isn't the regular house
analyses/data/voting_text_embed_similarity.csv	ori_post	house with flat roof | the regular house with a crooked roof. also good job partner	house with flat roof | the regular house with a crooked roof.
analyses/data/voting_text_embed_similarity.csv	ori_post	this one an upside down scorpion with its tail in the air.  there is a random triangle above the upside down scorpion. | this one a human bending towards the left. it's legs kinda a spanner lol	this one an upside down scorpion with its tail in the air. there is a random triangle above the upside down scorpion. | this one a human bending towards the left. it's legs kinda a spanner
analyses/data/voting_text_embed_similarity.csv	ori_post	this one the letter j, but the bottom of the j is pretty thick | this one a distorted w with an extra rectangle to the bottom right.  we have not done this one yet	this one the letter j, but the bottom of the j is pretty thick | this one a distorted w with an extra rectangle to the bottom right. we have not done this one yet
analyses/data/voting_text_embed_similarity.csv	ori_post	5 | jagged bottom part, then something sticking up and to the right.  a saw	5 | jagged bottom part, then something sticking up and to the right. a saw
